date,lat,lon,smajax,sminax,strike,q,depth,unc,q,mw,unc,q,s,mo,fac,mo_auth,mpp,mpr,mrr,mrt,mtp,mtt,eventid
2007-07-1714:10:42.58,-2.860,36.268,5.0,4.3,110.9,A,10.0,3.4,A,5.87,0.10,A,d,0.79,18,gcmt,0.22,-0.04,-0.78,-0.13,0.34,0.56,12771649
2007-07-1800:07:36.82,-26.252,-177.594,6.1,5.0,87.9,A,15.0,3.5,A,6.09,0.10,A,d,1.71,18,gcmt,0.62,0.08,-1.19,0.32,1.50,0.57,13198736
2007-07-1823:51:42.91,-26.078,-177.577,7.3,5.4,92.4,A,15.0,3.2,A,5.66,0.10,A,d,3.78,17,gcmt,-2.81,0.00,-0.25,0.62,2.30,3.06,13198794
2007-07-2010:06:53.53,42.909,82.290,3.8,2.8,14.2,A,18.1,3.7,A,5.57,0.10,A,d,2.74,17,gcmt,2.21,0.69,0.31,0.86,0.79,-2.53,13198914
2007-07-2113:27:03.23,-8.078,-71.313,5.5,4.1,84.9,A,639.2,6.6,A,6.04,0.10,A,d,1.41,18,gcmt,0.89,1.06,-0.80,-0.38,-0.03,-0.09,13198989
2007-07-2115:34:52.17,-22.301,-65.870,5.1,3.8,78.3,A,282.4,5.1,A,6.43,0.10,A,d,5.38,18,gcmt,0.32,-5.34,-0.16,0.61,0.19,-0.16,13199000
2007-07-2120:40:56.00,-54.939,-129.112,10.1,9.1,149.0,A,10.0,1.2,C,5.75,0.10,A,d,5.10,17,gcmt,-2.94,0.51,-0.51,0.33,3.94,3.44,13199012
2007-07-2210:49:35.48,-2.842,141.821,4.9,3.5,66.8,A,10.0,3.6,A,5.71,0.10,A,d,4.47,17,gcmt,-1.66,2.92,-1.59,0.06,1.95,3.25,13199054
2007-07-2214:20:44.76,-2.846,141.903,6.0,3.7,74.4,B,15.0,3.4,A,5.59,0.10,A,d,2.96,17,gcmt,0.06,1.12,-2.72,-0.20,-0.56,2.65,12776248
2007-07-2300:08:32.08,-4.490,149.908,4.9,3.6,67.5,A,567.7,6.8,A,5.89,0.10,A,d,8.40,17,gcmt,4.44,-5.46,-1.49,-1.70,-4.78,-2.95,13199135
2007-07-2306:03:51.80,-3.925,-104.081,14.9,9.5,56.9,B,10.0,12.1,C,5.68,0.10,A,d,4.06,17,gcmt,-0.79,-0.22,-0.44,0.65,3.87,1.23,12776783
2007-07-2418:32:58.87,-56.196,-142.012,13.9,12.4,51.5,A,10.0,25.0,C,5.77,0.10,A,d,5.51,17,gcmt,-3.84,0.07,-0.49,0.51,3.66,4.33,12778071
2007-07-2523:37:33.21,7.156,92.503,3.6,3.3,78.8,A,25.0,3.8,A,5.98,0.10,A,d,1.15,18,gcmt,-0.83,-0.16,1.09,-0.06,0.56,-0.25,12779130
2007-07-2605:40:16.68,2.859,127.540,4.3,2.8,67.1,B,30.0,3.9,A,6.94,0.10,A,d,3.17,19,gcmt,-2.39,-0.56,2.83,-0.94,-1.39,-0.44,12779320
2007-07-2613:52:30.37,-20.500,-178.441,5.6,5.2,77.5,A,561.9,6.3,A,5.68,0.10,A,d,4.01,17,gcmt,0.93,-2.91,-0.27,-2.60,-0.72,-0.67,13199361
2007-07-2618:12:40.07,-62.761,155.868,9.6,7.2,84.9,A,10.0,3.4,A,5.68,0.10,A,d,4.07,17,gcmt,-3.05,-0.01,-0.35,-0.78,-2.37,3.40,12779146
2007-07-2714:46:31.01,-21.499,171.055,5.3,4.6,26.5,A,35.0,3.8,A,6.13,0.10,A,d,1.92,18,gcmt,1.68,0.17,-0.18,-0.40,0.96,-1.50,13199406
2007-07-2904:54:36.75,53.625,169.674,3.9,2.8,174.2,A,28.8,3.8,A,5.87,0.10,A,d,7.74,17,gcmt,3.51,3.82,2.69,4.05,-0.30,-6.20,12781741
2007-07-3022:42:04.77,19.227,95.462,3.2,3.0,20.2,A,10.0,3.6,A,5.60,0.10,A,d,3.04,17,gcmt,-1.27,0.06,2.60,0.28,2.14,-1.33,13199591
2007-07-3102:42:49.14,-56.041,-27.799,6.9,5.8,41.3,A,118.2,6.0,A,5.65,0.10,A,d,3.69,17,gcmt,-2.46,1.42,0.56,-2.43,0.87,1.89,13199601
2007-07-3115:07:39.36,27.348,126.895,3.7,3.4,51.1,A,35.0,4.7,A,5.89,0.10,A,d,8.41,17,gcmt,-0.29,1.14,-1.83,2.27,8.01,2.13,13199633
2007-07-3122:55:31.88,-0.059,-17.756,5.0,4.0,141.5,A,15.0,3.6,A,6.18,0.10,A,d,2.26,18,gcmt,-0.83,-0.39,0.04,0.18,-2.06,0.80,12784036
2007-08-0117:08:55.19,-15.664,167.743,4.5,3.8,47.1,A,149.9,5.0,A,7.19,0.10,A,d,7.37,19,gcmt,-6.23,-3.94,6.06,-0.99,-0.29,0.17,13199686
2007-08-0202:37:43.44,46.869,142.016,3.5,3.1,102.1,A,10.0,3.6,A,6.19,0.10,A,d,2.35,18,gcmt,-2.35,-0.24,2.31,-0.04,-0.15,0.04,13199707
2007-08-0203:21:44.21,51.221,-179.872,4.4,3.1,4.1,A,30.0,3.7,A,6.74,0.10,A,d,1.58,19,gcmt,0.02,0.75,1.05,0.81,-0.40,-1.08,13199711
2007-08-0204:47:12.22,51.738,-173.495,11.4,5.6,168.1,B,35.0,4.7,A,5.69,0.25,C,p,,,,,,,,,,12795475
2007-08-0205:22:18.10,46.757,141.781,3.6,3.0,142.2,A,10.0,3.6,A,5.76,0.10,A,d,5.42,17,gcmt,-4.96,-0.97,5.45,-0.87,-0.71,-0.49,12795444
2007-08-0206:23:14.04,51.147,-179.935,7.9,4.3,0.9,B,30.0,3.6,A,5.61,0.10,A,d,3.19,17,gcmt,-0.49,1.08,2.87,1.36,-0.48,-2.38,13199726
2007-08-0213:37:30.56,12.493,47.526,4.6,4.0,0.5,A,15.0,3.6,A,5.69,0.10,A,d,4.25,17,gcmt,-2.86,0.45,-2.10,-1.68,0.09,4.96,13199740
2007-08-0215:11:42.80,-21.414,-179.265,5.1,4.7,147.4,A,614.6,6.5,A,5.64,0.10,A,d,3.56,17,gcmt,-0.08,-3.36,0.75,0.53,-1.07,-0.66,13199746
2007-08-0218:02:00.76,2.444,127.029,5.7,3.5,74.2,B,15.0,3.5,A,5.64,0.10,A,d,3.55,17,gcmt,-1.22,3.29,0.84,0.62,-0.71,0.38,12794861
2007-08-0300:41:15.46,-62.954,145.450,5.4,4.3,103.6,A,10.0,3.3,A,5.90,0.10,A,d,0.88,18,gcmt,-0.52,-0.24,0.72,0.17,0.55,-0.20,13199761
2007-08-0414:24:51.75,-4.876,-105.493,11.1,9.1,63.2,A,10.0,25.0,C,6.07,0.10,A,d,1.59,18,gcmt,-0.59,0.22,-0.03,0.08,1.45,0.62,12796415
2007-08-0509:28:40.10,-19.232,168.783,5.4,4.8,26.5,A,40.0,5.0,A,5.93,0.10,A,d,0.97,18,gcmt,-0.91,-0.02,0.93,-0.03,0.32,-0.01,13199927
2007-08-0700:02:26.23,27.329,126.918,3.1,2.9,54.9,A,30.0,3.9,A,5.96,0.10,A,d,1.06,18,gcmt,-0.10,-0.01,-0.07,0.25,1.02,0.18,12799122
2007-08-0817:04:59.03,-6.038,107.634,3.9,3.2,58.4,A,299.9,5.1,A,7.54,0.10,A,d,2.56,20,gcmt,0.19,0.65,0.96,2.00,0.99,-1.15,12799858
2007-08-1118:04:52.59,-22.254,-179.447,4.8,4.4,14.5,A,601.5,6.3,A,5.70,0.10,A,d,4.35,17,gcmt,1.45,-3.91,-1.86,-0.85,-0.57,0.41,12801848
2007-08-1212:05:19.47,-11.332,166.239,4.9,4.2,34.7,A,42.0,5.2,A,6.04,0.10,A,d,1.39,18,gcmt,-1.39,0.06,1.33,-0.08,0.30,0.06,12802528
2007-08-1310:27:24.59,-60.551,153.991,8.5,5.4,81.5,B,15.0,3.4,A,6.13,0.10,A,d,1.94,18,gcmt,-1.24,0.30,-0.25,0.33,-1.29,1.49,12803180
2007-08-1520:22:12.86,50.269,-177.522,4.1,3.3,5.6,A,20.0,3.6,A,6.47,0.10,A,d,6.26,18,gcmt,-0.53,0.46,-5.87,-1.13,0.15,6.40,12805315
2007-08-1523:40:57.96,-13.390,-76.663,4.7,3.2,73.3,A,38.7,5.0,A,7.97,0.10,A,d,1.12,21,gcmt,-0.71,-0.72,0.85,-0.02,0.34,-0.13,12804735
2007-08-1600:02:40.43,-13.352,-76.738,10.6,5.4,66.6,B,38.7,4.9,A,5.67,0.33,C,p,,,,,,,,,,12806508
2007-08-1600:19:11.56,-14.328,-76.216,10.8,5.6,66.6,B,20.0,4.7,A,5.90,0.30,C,p,,,,,,,,,,12806499
2007-08-1601:02:22.31,-13.430,-76.761,9.9,5.3,66.2,B,30.6,4.0,A,5.88,0.39,C,p,,,,,,,,,,12806491
2007-08-1604:04:08.36,-13.614,-76.692,10.4,5.8,70.5,B,30.0,11.2,C,5.94,0.32,C,p,,,,,,,,,,12806352
2007-08-1604:23:19.49,-13.764,-75.964,13.3,6.0,63.2,B,45.0,13.6,C,5.33,0.23,C,p,,,,,,,,,,12806332
2007-08-1605:16:56.04,-14.324,-76.143,6.9,4.2,69.0,B,22.0,4.5,A,6.39,0.10,A,d,4.71,18,gcmt,-2.42,-3.95,2.42,0.14,0.87,0.00,12806461
2007-08-1606:10:44.88,-13.823,-76.810,15.4,6.7,73.5,B,26.3,4.8,A,5.14,0.21,C,p,,,,,,,,,,12806279
2007-08-1608:39:28.59,-9.779,159.482,4.5,4.0,30.5,A,15.0,3.5,A,6.46,0.10,A,d,6.08,18,gcmt,-0.70,-2.62,-2.33,3.84,2.98,3.03,12806116
2007-08-1611:35:28.01,-14.395,-76.253,9.6,5.3,69.0,B,20.0,4.8,A,5.75,0.22,B,p,,,,,,,,,,12806035
2007-08-1611:35:39.20,-14.270,-76.330,8.8,5.1,71.4,B,20.0,2.9,C,5.97,0.10,A,d,1.10,18,gcmt,-0.57,-0.76,0.73,0.23,0.36,-0.15,12806036
2007-08-1702:16:31.08,-5.357,129.530,5.8,3.7,71.3,B,25.0,3.7,A,5.85,0.10,A,d,7.38,17,gcmt,4.20,1.38,0.34,0.13,5.78,-4.54,12806976
2007-08-1703:04:05.47,-5.266,129.435,5.0,3.4,66.5,A,25.0,3.8,A,6.44,0.10,A,d,5.58,18,gcmt,3.30,1.01,0.25,0.38,4.27,-3.55,12806956
2007-08-1706:18:04.33,-14.241,-76.209,8.1,5.2,61.2,B,18.1,3.7,A,5.58,0.10,A,d,2.90,17,gcmt,-1.90,-2.02,1.97,0.35,0.69,-0.06,12807185
2007-08-1713:18:09.71,-13.600,-76.633,6.6,4.2,74.0,B,21.9,4.6,A,5.87,0.10,A,d,7.95,17,gcmt,-4.62,0.22,3.71,-5.10,-4.42,0.91,12806986
2007-08-1802:52:35.42,-13.793,-76.348,6.6,4.0,71.1,B,30.0,5.1,A,6.02,0.10,A,d,1.33,18,gcmt,-0.60,-0.94,0.76,0.46,0.44,-0.16,12807984
2007-08-1812:32:19.85,-22.133,174.829,6.6,4.9,52.0,A,31.2,3.9,A,5.72,0.10,A,d,4.73,17,gcmt,2.79,-2.09,1.36,2.00,1.05,-4.15,12807596
2007-08-1901:22:38.60,-13.677,-76.811,6.5,4.4,68.0,A,15.0,4.6,A,5.80,0.10,A,d,6.27,17,gcmt,-3.03,-1.14,5.26,-2.26,-3.52,-2.23,12808810
2007-08-1913:44:05.47,-20.657,169.800,6.2,5.2,177.6,A,92.9,5.3,A,5.57,0.10,A,d,2.82,17,gcmt,0.95,1.91,-2.04,0.70,0.88,1.09,12808496
2007-08-1920:11:40.70,-13.688,-76.685,8.5,5.3,67.1,B,15.0,11.2,C,5.63,0.10,A,d,3.47,17,gcmt,-1.41,-0.78,1.02,-2.61,-1.75,0.38,12808229
2007-08-2012:37:07.98,-0.208,-18.056,6.7,5.1,115.5,A,17.5,3.7,A,5.75,0.10,A,d,5.12,17,gcmt,-1.76,-0.29,-0.22,0.08,-4.76,1.99,13200699
2007-08-2013:46:18.38,6.150,127.513,4.5,2.8,54.6,B,15.0,3.5,A,6.42,0.10,A,d,5.25,18,gcmt,4.63,-0.75,-5.12,0.42,-1.71,0.49,12809478
2007-08-2021:30:45.30,-5.347,140.999,4.9,3.5,76.7,A,10.0,3.5,A,5.72,0.10,A,d,4.65,17,gcmt,-1.55,1.27,3.43,-0.90,3.58,-1.89,13200716
2007-08-2022:42:28.89,8.027,-39.306,4.1,3.5,163.3,A,10.0,3.9,A,6.55,0.10,A,d,8.16,18,gcmt,0.18,1.91,0.03,-0.56,-7.91,-0.21,12808963
2007-08-2207:26:23.62,42.033,140.681,3.6,3.2,132.3,A,124.0,5.0,A,5.60,0.10,A,d,3.11,17,gcmt,1.01,-1.90,1.16,-1.39,-0.78,-2.16,13200785
2007-08-2311:34:25.18,-19.934,-177.630,5.1,4.9,40.5,A,564.8,6.5,A,5.67,0.10,A,d,3.98,17,gcmt,-1.15,-2.42,-2.03,-0.47,1.43,3.18,12811557
2007-08-2612:37:31.04,-17.404,-174.385,4.8,4.7,126.6,A,127.1,5.3,A,6.06,0.10,A,d,1.49,18,gcmt,-0.09,-1.44,0.04,-0.38,-0.03,0.06,12814009
2007-08-2717:12:00.30,-17.413,-172.255,6.0,5.5,5.0,A,15.0,3.2,A,5.73,0.10,A,d,4.92,17,gcmt,4.37,0.40,-4.20,1.46,1.94,-0.17,12814294
2007-08-2801:16:04.76,49.645,154.400,5.0,3.5,145.9,A,120.8,5.2,A,5.57,0.10,A,d,2.79,17,gcmt,-0.15,-2.27,0.24,-1.58,-0.29,-0.09,13202403
2007-08-3119:51:50.19,2.330,127.191,5.5,3.4,73.7,B,20.0,3.6,A,5.58,0.10,A,d,2.93,17,gcmt,-0.28,-2.26,0.21,-1.85,-0.09,0.08,12817294
2007-09-0119:14:23.15,24.856,-109.849,4.6,3.7,94.9,A,10.0,25.0,C,6.13,0.10,A,d,1.91,18,gcmt,1.63,0.07,-0.25,-0.28,-1.13,-1.38,12954751
2007-09-0201:05:18.56,-11.606,165.779,5.3,4.3,32.2,A,35.0,3.9,A,7.24,0.10,A,d,0.90,20,gcmt,-0.50,-0.51,0.66,0.37,0.24,-0.16,12955897
2007-09-0202:34:11.46,-11.867,165.870,8.8,6.7,55.1,A,30.0,3.7,A,6.05,0.20,B,p,,,,,,,,,,12955969
2007-09-0202:35:22.74,-11.747,165.761,12.1,10.6,144.4,A,30.0,13.2,C,6.27,0.10,A,d,3.15,18,gcmt,-2.29,-1.14,2.75,1.23,0.82,-0.46,12955967
2007-09-0316:14:53.70,45.793,150.045,3.8,3.2,152.0,A,99.0,5.0,A,6.20,0.10,A,d,2.42,18,gcmt,-2.36,-0.38,0.76,1.10,-0.41,1.60,13202854
2007-09-0617:51:26.14,24.327,122.308,2.9,2.6,28.9,A,53.0,5.3,A,6.25,0.10,A,d,2.94,18,gcmt,-2.64,0.70,2.66,0.41,-1.01,-0.02,13203024
2007-09-0704:46:45.91,-56.118,-123.259,11.9,11.2,32.5,A,10.0,25.0,C,5.95,0.10,A,d,1.04,18,gcmt,-0.52,-0.05,-0.08,-0.08,0.87,0.60,12958924
2007-09-1001:49:13.44,2.948,-77.947,4.6,3.7,101.2,A,28.8,3.9,A,6.75,0.10,A,d,1.66,19,gcmt,0.29,0.58,-1.13,1.01,0.62,0.84,12961035
2007-09-1211:10:27.70,-4.407,101.502,4.8,3.7,55.1,A,34.0,4.7,A,8.49,0.10,A,d,6.71,21,gcmt,-0.91,-3.46,1.80,5.45,0.97,-0.89,13203322
2007-09-1213:02:09.72,-2.935,101.349,5.8,4.6,63.2,A,59.6,5.0,A,6.44,0.35,C,p,,,,,,,,,,13203327
2007-09-1214:40:07.55,-3.222,101.410,5.6,4.1,62.5,A,55.9,5.0,A,6.08,0.20,B,p,,,,,,,,,,12961988
2007-09-1216:37:06.52,-3.142,101.440,5.5,4.2,55.9,A,58.7,4.9,A,5.79,0.27,B,p,,,,,,,,,,13203341
2007-09-1223:49:03.63,-2.572,100.761,4.3,3.3,61.4,A,35.0,4.6,A,7.88,0.10,A,d,8.13,20,gcmt,-2.12,-3.53,4.93,5.41,2.47,-2.80,13203366
2007-09-1301:26:36.71,-1.978,99.727,5.7,4.3,63.0,A,35.0,4.5,A,6.35,0.21,B,p,,,,,,,,,,13203372
2007-09-1302:30:03.29,-1.647,99.677,4.7,3.9,66.7,A,30.0,3.7,A,6.55,0.10,A,d,0.81,19,gcmt,-0.25,-0.23,0.84,0.22,0.15,-0.59,13203378
2007-09-1302:51:33.99,-2.027,99.734,7.1,5.2,68.1,A,31.0,3.8,A,6.00,0.20,B,p,,,,,,,,,,12963412
2007-09-1303:35:28.44,-2.172,99.549,4.6,3.6,64.5,A,20.7,3.8,A,7.06,0.10,A,d,4.72,19,gcmt,-0.65,-2.96,1.50,3.32,0.90,-0.85,13203381
2007-09-1305:23:23.67,-1.772,99.614,6.0,4.3,68.6,A,37.4,4.8,A,5.76,0.23,B,p,,,,,,,,,,12963334
2007-09-1309:48:44.89,3.827,126.366,5.0,3.2,67.9,B,26.0,3.7,A,6.28,0.10,A,d,3.24,18,gcmt,-3.24,0.57,1.03,-1.41,0.08,2.21,12963014
2007-09-1316:09:16.72,-3.195,101.460,4.7,3.4,69.6,A,55.2,4.9,A,5.99,0.10,A,d,1.18,18,gcmt,-0.36,-0.33,0.86,0.62,0.59,-0.49,12963286
2007-09-1320:06:38.71,-57.606,-147.065,10.4,7.0,10.2,A,10.0,3.9,A,5.95,0.10,A,d,1.05,18,gcmt,-0.82,0.06,-0.09,-0.03,0.59,0.91,12962758
2007-09-1405:46:42.59,-15.515,-175.954,10.6,6.7,160.4,B,15.0,3.2,A,5.73,0.10,A,d,4.82,17,gcmt,-1.81,-0.31,-0.69,0.47,4.27,2.49,12964254
2007-09-1406:01:33.60,-4.098,101.183,4.3,3.5,60.4,A,32.5,3.9,A,6.37,0.10,A,d,4.34,18,gcmt,-0.56,-2.14,1.18,3.55,0.82,-0.62,12964246
2007-09-1406:03:16.13,-4.416,100.959,15.8,10.6,70.1,B,22.5,4.3,C,6.26,0.20,C,p,,,,,,,,,,12964240
2007-09-1411:51:29.78,-23.589,179.741,5.5,5.0,22.0,A,548.7,6.5,A,5.87,0.10,A,d,7.81,17,gcmt,0.24,-4.53,4.13,-3.55,-3.26,-4.38,12963934
2007-09-1502:21:29.75,-20.188,169.043,6.8,6.4,85.7,A,34.1,4.7,A,5.59,0.10,A,d,2.99,17,gcmt,-2.67,-0.67,2.68,0.26,1.20,-0.02,12964993
2007-09-1808:41:32.19,-3.317,101.330,5.8,4.2,67.3,A,35.0,4.7,A,5.62,0.10,A,d,3.33,17,gcmt,-1.31,-0.87,2.68,1.57,1.58,-1.38,12966760
2007-09-1907:27:50.40,-2.707,100.963,4.9,3.5,64.1,A,35.0,4.6,A,5.98,0.10,A,d,1.16,18,gcmt,-0.42,-0.37,0.81,0.65,0.55,-0.38,12967511
2007-09-2008:31:15.46,-2.011,100.118,4.2,3.2,58.3,A,29.7,4.5,A,6.69,0.10,A,d,1.34,19,gcmt,-0.27,-0.56,0.79,0.89,0.47,-0.52,12968123
2007-09-2009:29:19.09,-10.257,117.063,6.2,4.6,60.5,A,50.0,5.1,A,5.72,0.10,A,d,4.67,17,gcmt,-0.34,-0.90,4.14,2.17,0.73,-3.79,12968080
2007-09-2408:15:25.90,-3.236,100.301,5.1,3.7,69.1,A,24.0,3.9,A,5.75,0.10,A,d,5.15,17,gcmt,-1.08,-2.67,2.08,3.86,1.12,-0.99,12970785
2007-09-2411:55:06.33,-11.834,166.086,7.8,6.0,65.6,A,30.0,3.8,A,5.61,0.10,A,d,3.21,17,gcmt,-2.63,-1.36,2.72,0.80,0.82,-0.09,12970992
2007-09-2505:16:00.48,-30.870,-179.951,5.0,4.8,13.6,A,410.4,6.0,A,6.18,0.10,A,d,2.27,18,gcmt,1.99,-0.91,-0.64,-1.10,-0.11,-1.36,13204071
2007-09-2604:43:17.05,-3.957,-79.314,5.8,4.0,74.2,A,98.7,4.9,A,5.93,0.10,A,d,0.96,18,gcmt,0.93,0.15,-0.65,-0.35,-0.34,-0.29,13204111
2007-09-2612:36:25.97,-4.985,153.498,4.8,3.5,55.6,A,30.0,3.7,A,6.75,0.10,A,d,1.66,19,gcmt,-1.00,0.08,1.58,0.03,0.92,-0.57,12972003
2007-09-2615:43:01.82,-1.842,99.392,4.7,3.6,59.4,A,26.0,3.8,A,6.11,0.10,A,d,1.83,18,gcmt,-0.19,-0.92,0.65,1.40,0.48,-0.46,12972261
2007-09-2618:39:33.97,-6.969,-11.620,9.1,6.3,122.7,A,7.8,7.3,C,5.64,0.10,A,d,3.54,17,gcmt,1.86,-0.25,-0.36,1.09,2.89,-1.50,13204141
2007-09-2719:57:45.97,-21.262,169.326,5.2,4.1,35.7,A,17.5,3.5,A,6.13,0.10,A,d,1.90,18,gcmt,-0.85,-1.43,0.39,0.62,1.19,0.47,12972650
2007-09-2800:44:48.35,-21.372,169.350,5.3,4.7,26.6,A,17.5,3.4,A,5.72,0.10,A,d,4.64,17,gcmt,-3.19,-3.41,2.49,1.19,0.65,0.70,12973982
2007-09-2801:01:50.37,-21.286,169.361,5.5,4.6,39.0,A,17.5,3.5,A,6.29,0.10,A,d,3.35,18,gcmt,-1.82,-2.48,1.87,0.87,1.00,-0.05,12973964
2007-09-2801:25:16.43,-21.185,169.436,8.8,8.2,59.5,A,17.5,3.4,A,5.35,0.47,C,p,,,,,,,,,,12973923
2007-09-2801:35:53.12,-21.226,169.490,5.7,4.8,31.4,A,17.5,3.4,A,6.30,0.10,A,d,3.44,18,gcmt,-1.65,-2.67,1.57,1.16,1.00,0.07,12973912
2007-09-2802:01:35.10,-21.232,169.391,10.5,8.7,58.6,A,17.5,3.4,A,5.21,0.25,C,p,,,,,,,,,,12973885
2007-09-2811:12:42.03,-21.412,169.330,7.3,6.1,49.3,A,17.4,3.4,A,5.73,0.10,A,d,4.82,17,gcmt,-2.73,-2.17,4.14,1.11,2.01,-1.40,12973515
2007-09-2811:16:40.22,-21.454,169.301,8.4,6.5,57.0,A,17.2,3.4,A,5.87,0.10,A,d,7.77,17,gcmt,-4.76,-4.04,6.05,2.32,2.89,-1.29,12973510
2007-09-2813:38:57.71,22.015,142.773,3.6,2.7,58.7,A,260.0,5.2,A,7.47,0.10,A,d,1.99,20,gcmt,0.34,0.92,1.53,-0.05,0.36,-1.88,13204251
2007-09-2816:02:21.09,-21.586,169.246,10.1,8.3,175.6,A,20.0,3.4,A,5.88,0.20,B,p,,,,,,,,,,12973638
2007-09-2905:32:44.33,2.941,95.605,4.7,3.9,70.1,A,33.7,4.7,A,5.66,0.10,A,d,3.79,17,gcmt,-0.93,-1.78,2.49,1.65,2.06,-1.56,12974562
2007-09-2905:37:06.90,2.950,95.519,5.5,4.0,88.7,A,31.3,3.8,A,5.96,0.10,A,d,1.07,18,gcmt,-0.07,-0.81,0.24,0.64,0.16,-0.17,12974556
2007-09-2915:36:46.48,-21.221,169.330,6.3,5.6,23.6,A,20.0,3.6,A,5.63,0.10,A,d,3.37,17,gcmt,2.52,0.95,-1.22,1.43,2.10,-1.30,12974189
2007-09-2917:25:00.04,-21.071,169.343,6.2,5.7,23.1,A,17.5,3.5,A,5.65,0.10,A,d,3.71,17,gcmt,3.41,1.86,-0.82,0.79,1.34,-2.59,12974138
2007-09-3002:08:30.73,10.570,145.813,4.5,3.2,59.7,A,14.0,3.8,A,6.95,0.10,A,d,3.32,19,gcmt,-2.22,0.27,0.84,0.72,2.62,1.39,12975428
2007-09-3005:23:35.30,-49.359,164.046,5.0,4.2,28.1,A,10.0,3.2,A,7.41,0.10,A,d,1.60,20,gcmt,-1.32,-0.72,1.33,0.49,-0.26,-0.02,13204347
2007-09-3009:47:51.38,-49.282,164.108,5.2,4.5,36.6,A,10.0,3.4,A,6.61,0.10,A,d,1.01,19,gcmt,-0.92,-0.11,0.56,0.55,0.23,0.37,13204359
2007-10-0113:50:25.23,-3.207,148.316,8.5,5.2,76.8,B,10.0,3.5,A,5.89,0.10,A,d,0.85,18,gcmt,-0.58,0.04,0.03,-0.07,0.62,0.55,13232881
2007-10-0203:43:40.24,-4.309,101.187,4.4,3.4,59.5,A,32.6,4.7,A,5.90,0.10,A,d,8.81,17,gcmt,-2.04,-2.92,4.99,6.42,3.02,-2.95,13233308
2007-10-0218:00:06.39,54.396,-161.742,4.2,3.2,173.2,A,32.0,3.8,A,6.34,0.10,A,d,4.00,18,gcmt,-0.11,0.75,2.76,2.66,-1.04,-2.65,13233807
2007-10-0218:03:53.43,54.462,-161.696,10.3,4.3,165.6,B,32.0,3.7,A,6.20,0.20,B,p,,,,,,,,,,13233813
2007-10-0412:40:28.98,2.520,92.851,4.1,3.5,66.6,A,17.5,3.5,A,6.23,0.10,A,d,2.74,18,gcmt,1.47,-1.04,-0.23,-0.83,-1.98,-1.24,13235119
2007-10-0414:28:38.21,-8.302,116.872,4.3,3.7,69.7,A,20.0,3.5,A,5.62,0.10,A,d,3.32,17,gcmt,0.22,-0.87,2.73,-1.42,-0.42,-2.95,13235166
2007-10-0507:17:53.56,-25.106,179.495,3.8,3.4,12.3,A,515.0,6.7,A,6.49,0.10,A,d,6.79,18,gcmt,1.07,-4.07,3.54,-0.25,-3.46,-4.61,13235686
2007-10-0612:38:48.90,18.752,147.090,4.9,3.5,58.2,A,20.0,3.8,A,6.07,0.10,A,d,1.56,18,gcmt,0.14,1.05,0.20,-0.02,-1.11,-0.35,13236565
2007-10-0817:10:36.07,43.530,146.795,4.1,3.5,158.0,A,46.5,5.0,A,5.67,0.10,A,d,3.92,17,gcmt,-2.75,-0.28,3.76,-0.05,-2.00,-1.01,13238001
2007-10-0818:37:53.56,-20.571,-177.284,6.2,5.4,169.8,A,335.0,6.2,A,5.62,0.10,A,d,3.28,17,gcmt,2.18,-0.05,-2.16,-3.04,-0.13,-0.02,13238057
2007-10-0915:03:41.63,-4.835,152.864,4.8,3.4,56.4,A,45.0,5.2,A,5.96,0.10,A,d,1.06,18,gcmt,0.89,0.42,-0.55,0.50,-0.29,-0.35,13238612
2007-10-1000:19:17.25,-1.775,99.465,3.9,3.2,73.8,A,28.7,3.8,A,5.92,0.10,A,d,0.95,18,gcmt,-0.13,-0.41,0.55,0.60,0.37,-0.42,13238890
2007-10-1200:31:30.96,-3.379,100.436,4.2,3.4,68.5,A,26.6,4.5,A,5.75,0.10,A,d,5.16,17,gcmt,-0.85,-3.42,1.65,3.50,0.78,-0.80,13240321
2007-10-1317:45:51.36,-21.231,169.349,5.2,4.7,17.2,A,20.0,3.4,A,6.05,0.10,A,d,1.48,18,gcmt,1.57,0.24,-1.14,0.38,-0.24,-0.44,13241434
2007-10-1512:29:36.65,-44.789,167.487,4.5,4.3,156.0,A,20.0,3.6,A,6.80,0.10,A,d,1.96,19,gcmt,-1.09,-1.34,1.24,0.07,-0.82,-0.15,13242662
2007-10-1521:28:24.53,-44.791,167.604,4.3,3.8,157.3,A,20.0,3.4,A,6.08,0.10,A,d,1.61,18,gcmt,-1.13,-0.99,0.97,-0.55,-0.50,0.15,13242885
2007-10-1621:05:42.84,-25.552,179.540,3.9,3.5,170.6,A,509.2,6.2,A,6.60,0.10,A,d,0.98,19,gcmt,0.19,-0.73,0.26,-0.18,-0.50,-0.46,13243585
2007-10-1816:13:14.26,30.038,-42.612,7.0,5.0,148.6,A,10.0,3.7,A,5.75,0.10,A,d,5.14,17,gcmt,-0.62,-1.56,-1.77,-1.03,4.60,2.40,13244803
2007-10-2110:24:52.17,-6.314,154.733,4.9,3.8,63.6,A,48.1,5.2,A,5.93,0.10,A,d,0.98,18,gcmt,-0.39,-0.06,0.93,-0.00,0.55,-0.54,13246526
