date,lat,lon,smajax,sminax,strike,q,depth,unc,q,mw,unc,q,s,mo,fac,mo_auth,mpp,mpr,mrr,mrt,mtp,mtt,eventid
1981-02-2502:35:53.91,38.147,23.147,4.0,2.9,20.3,A,20.0,3.5,A,6.32,0.10,A,d,3.75,18,gcmt,0.49,-2.31,-2.96,-0.65,1.08,2.46,631819
1981-02-2617:18:15.04,-13.653,166.648,6.6,5.5,66.0,A,35.0,4.5,A,6.49,0.10,A,d,6.68,18,gcmt,-5.59,1.64,6.19,-0.23,2.68,-0.59,631988
1981-02-2821:56:13.82,-6.465,-81.661,12.5,6.0,62.3,B,25.0,3.8,A,6.05,0.10,A,d,1.47,18,gcmt,-1.52,-0.33,1.25,-0.13,0.31,0.28,632105
1981-03-0100:17:54.64,-3.974,-104.045,18.1,11.6,54.1,B,15.0,12.1,C,5.61,0.10,A,d,3.21,17,gcmt,-0.04,0.90,-1.24,1.21,2.92,1.28,628995
1981-03-0212:13:46.90,22.877,121.464,3.7,2.8,106.0,A,22.9,3.7,A,6.05,0.10,A,d,1.48,18,gcmt,-1.32,-0.19,1.30,-0.52,-0.39,0.03,629068
1981-03-0221:19:57.45,-22.636,-66.085,9.9,5.8,69.0,B,250.0,12.9,C,5.68,0.10,A,d,4.03,17,gcmt,-0.11,-3.91,0.69,0.87,0.10,-0.57,629084
1981-03-0421:58:06.88,38.187,23.218,3.7,2.7,25.6,A,18.0,3.4,A,6.23,0.10,A,d,2.77,18,gcmt,1.03,-1.65,-2.85,0.36,0.42,1.81,629205
1981-03-0512:53:29.02,-37.261,177.440,6.3,4.6,55.1,A,20.0,49.6,B,5.87,0.10,A,d,7.81,17,gcmt,2.66,0.97,-2.12,4.94,5.51,-0.55,629317
1981-03-0619:42:59.42,3.891,-85.817,7.0,5.3,65.7,A,13.8,4.0,C,6.66,0.10,A,d,11.84,18,gcmt,-6.13,5.82,-2.62,0.86,6.70,8.76,629429
1981-03-0723:30:10.12,-30.368,-177.870,10.1,7.0,127.2,A,45.0,13.5,C,5.77,0.10,A,d,5.51,17,gcmt,-3.74,3.56,4.61,0.13,-0.41,-0.86,629509
1981-03-0922:38:49.66,18.671,-104.075,9.5,5.9,44.5,B,30.0,3.9,A,5.91,0.10,A,d,9.08,17,gcmt,-0.54,-2.72,7.23,4.25,2.91,-6.69,629623
1981-03-1107:17:08.87,-23.079,-175.475,12.1,11.0,32.0,B,25.0,11.2,C,5.58,0.10,A,d,2.92,17,gcmt,-2.28,1.69,2.24,0.21,-0.75,0.05,629689
1981-03-1318:21:40.16,13.982,120.645,7.1,4.3,60.5,B,133.5,4.8,A,5.62,0.10,A,d,3.32,17,gcmt,-2.19,-1.71,1.87,1.89,0.58,0.32,629813
1981-03-1323:22:36.66,-8.706,110.412,6.6,4.4,39.0,A,52.8,4.7,A,5.91,0.10,A,d,8.99,17,gcmt,0.08,-0.65,-2.48,8.50,-1.47,2.40,629831
1981-03-1521:33:12.07,29.276,129.440,6.3,3.6,108.6,B,25.0,3.7,A,5.91,0.53,C,p,,,,,,,,,,629928
1981-03-1612:28:30.39,29.259,129.498,5.3,3.3,108.0,B,25.0,3.5,A,5.80,0.51,C,p,,,,,,,,,,629968
1981-03-1818:20:57.46,29.275,129.481,5.4,3.3,103.1,B,25.0,3.8,A,5.75,0.32,C,p,,,,,,,,,,630073
1981-03-2112:27:41.65,-47.874,99.597,11.0,10.0,38.2,A,15.0,5.0,C,5.85,0.10,A,d,7.38,17,gcmt,-5.70,0.94,-1.49,-0.44,3.37,7.19,630197
1981-03-2122:52:40.39,-5.395,146.770,5.3,3.7,61.7,A,226.5,5.2,A,6.19,0.10,A,d,2.38,18,gcmt,0.95,-1.39,0.69,1.30,-0.10,-1.65,630219
1981-03-2313:19:28.19,13.372,-44.999,9.1,6.9,142.9,A,14.8,8.2,C,5.69,0.10,A,d,4.25,17,gcmt,3.67,-1.94,-3.64,0.96,0.14,-0.04,630298
1981-03-2319:28:09.84,-33.654,-71.913,6.7,5.5,84.3,A,25.0,9.2,B,6.39,0.10,A,d,4.78,18,gcmt,-0.48,-4.68,1.03,0.58,0.11,-0.54,630303
1981-03-2418:21:27.97,52.668,-168.021,8.2,5.3,166.6,B,24.2,5.0,A,5.61,0.10,A,d,3.19,17,gcmt,-0.63,0.71,2.38,1.45,-1.83,-1.75,630350
1981-03-2608:47:09.96,-49.242,164.460,9.8,7.8,161.3,B,15.0,8.5,C,5.91,0.10,A,d,9.08,17,gcmt,-6.88,-0.99,3.53,6.84,1.90,3.35,630437
1981-03-2618:04:44.89,-19.586,-68.994,6.5,4.4,77.9,A,130.2,5.1,A,6.47,0.10,A,d,6.25,18,gcmt,3.75,-5.37,-1.84,1.32,-1.14,-1.91,630454
1981-03-2621:30:04.62,3.522,127.988,5.2,3.7,56.3,A,44.0,5.3,A,6.54,0.10,A,d,8.06,18,gcmt,0.92,-3.19,2.26,-6.05,3.45,-3.18,630457
1981-03-3017:04:41.24,-2.137,138.864,6.0,4.2,58.4,A,15.0,3.4,A,5.85,0.10,A,d,7.39,17,gcmt,-5.11,-0.19,6.80,0.54,4.20,-1.69,630636
1981-04-0118:03:36.59,-27.317,-63.150,5.9,4.7,80.7,A,550.1,6.4,A,6.52,0.10,A,d,7.33,18,gcmt,3.70,5.18,-5.56,-1.24,-1.52,1.86,627652
1981-04-0503:17:53.97,-6.133,154.575,5.6,4.2,54.5,A,404.2,7.6,A,5.83,0.10,A,d,6.81,17,gcmt,1.69,-0.90,-3.82,-4.93,-3.30,2.12,627775
1981-04-0908:37:11.67,-59.847,150.349,8.9,6.1,94.0,A,10.0,25.0,C,6.33,0.10,A,d,3.86,18,gcmt,-1.28,1.81,-0.62,0.37,-2.95,1.91,627962
1981-04-1000:23:34.10,-3.993,147.374,6.2,4.4,80.1,A,10.0,3.2,A,5.96,0.10,A,d,10.79,17,gcmt,6.63,5.63,-0.63,-3.66,5.60,-6.01,627995
1981-04-1016:48:16.28,-23.409,-175.291,10.2,7.8,100.2,B,15.0,15.6,C,5.57,0.10,A,d,2.75,17,gcmt,-1.67,1.81,1.89,0.65,-0.83,-0.21,628035
1981-04-1021:43:03.11,14.934,123.434,6.4,3.9,60.2,B,30.0,6.5,C,5.64,0.10,A,d,3.51,17,gcmt,-0.16,3.11,0.58,-0.06,1.54,-0.42,628043
1981-04-1105:29:31.85,14.290,119.191,5.1,4.2,52.7,A,10.0,3.2,A,5.85,0.10,A,d,7.27,17,gcmt,3.78,4.52,-5.32,-1.18,-2.93,1.53,628061
1981-04-1502:47:06.18,34.969,130.489,12.7,8.8,131.1,A,20.0,4.5,C,5.76,0.23,C,p,,,,,,,,,,628232
1981-04-1610:58:31.72,-55.956,-27.407,10.7,8.4,27.5,A,89.1,6.2,A,5.56,0.10,A,d,2.73,17,gcmt,-0.45,0.28,-0.72,-2.41,0.76,1.17,628290
1981-04-1802:05:02.01,25.865,125.776,4.0,3.8,92.2,A,86.3,4.8,A,5.79,0.10,A,d,6.06,17,gcmt,0.21,0.58,2.43,-5.43,0.68,-2.64,628362
1981-04-1910:10:50.70,-54.085,-135.558,29.5,19.3,161.5,B,10.0,25.0,C,5.62,0.10,A,d,3.35,17,gcmt,-2.03,-0.70,-0.25,0.83,2.31,2.28,628428
1981-04-2005:50:19.23,14.382,-91.745,9.8,5.9,38.5,B,60.0,5.5,A,5.57,0.10,A,d,2.75,17,gcmt,-0.72,-1.41,-0.62,0.12,-2.05,1.34,628472
1981-04-2312:15:51.70,-6.403,154.986,6.8,5.4,57.7,A,59.2,4.9,A,5.57,0.10,A,d,2.78,17,gcmt,-1.55,0.20,2.45,0.03,1.85,-0.90,628615
1981-04-2414:44:44.40,-12.187,166.572,6.5,5.0,57.4,A,49.2,5.2,A,5.86,0.10,A,d,7.57,17,gcmt,-5.43,4.04,6.85,-1.99,-0.56,-1.42,628667
1981-04-2421:50:10.53,-13.393,166.647,5.7,4.5,59.4,A,55.9,4.7,A,6.84,0.10,A,d,2.25,19,gcmt,-1.99,0.68,2.08,-0.28,0.62,-0.08,628679
1981-04-2505:30:17.93,-13.609,166.569,7.2,5.8,63.6,A,40.0,14.3,C,5.97,0.10,A,d,11.05,17,gcmt,-6.62,-7.03,7.74,3.37,2.95,-1.12,628695
1981-04-2505:36:42.69,-22.215,179.544,6.3,5.6,154.6,A,590.0,9.0,A,6.14,0.10,A,d,2.01,18,gcmt,1.13,-0.24,-0.67,-0.73,-1.58,-0.46,628696
1981-04-2511:32:23.66,24.883,95.311,4.7,3.9,10.0,A,137.6,5.1,A,5.67,0.10,A,d,3.89,17,gcmt,-2.37,0.41,3.53,0.13,2.34,-1.16,628709
1981-04-2612:09:31.32,33.018,-115.681,6.1,5.6,10.9,A,10.0,5.8,B,5.90,0.10,A,d,8.80,17,gcmt,6.37,-6.32,-2.22,-0.91,4.35,-4.16,628772
1981-04-2614:13:28.45,36.563,30.678,5.2,3.7,16.6,A,65.0,5.2,A,5.64,0.10,A,d,3.51,17,gcmt,-0.54,0.03,0.27,3.05,-1.69,0.28,628783
1981-04-2718:17:34.92,-57.722,148.272,6.9,5.5,84.9,A,10.0,25.0,C,6.55,0.10,A,d,8.17,18,gcmt,-3.64,-0.54,-0.93,-1.61,-6.84,4.57,628856
1981-04-2821:14:49.13,-23.684,-179.897,4.9,4.4,10.7,A,539.8,6.3,A,6.68,0.10,A,d,1.30,19,gcmt,-0.35,-1.11,0.35,0.09,-0.57,-0.00,628905
1981-04-3014:41:39.82,43.285,150.161,4.4,3.7,137.8,A,21.4,3.7,A,6.27,0.10,A,d,3.08,18,gcmt,-0.76,-1.21,-2.24,-0.74,0.49,3.00,628979
1981-05-0216:04:55.61,36.377,71.146,3.9,3.0,25.0,A,218.8,5.3,A,6.46,0.10,A,d,6.12,18,gcmt,0.72,1.30,5.47,1.03,-0.71,-6.20,626070
1981-05-0621:34:47.79,-1.972,-81.074,12.9,6.7,69.6,B,15.0,20.9,C,6.35,0.20,C,p,,,,,,,,,,626279
1981-05-0621:36:05.64,-1.917,-81.027,9.4,6.1,72.4,B,15.0,20.9,C,6.44,0.10,A,d,5.60,18,gcmt,-2.80,-4.55,3.22,0.87,0.81,-0.41,626280
1981-05-0719:53:18.23,-3.290,153.683,6.7,5.0,68.9,A,450.4,6.7,A,5.91,0.10,A,d,8.93,17,gcmt,-2.48,1.75,7.72,-4.24,3.49,-5.24,626319
1981-05-0801:36:15.98,49.137,156.167,8.4,5.0,136.7,B,21.9,3.8,A,5.72,0.36,C,p,,,,,,,,,,626341
1981-05-0823:34:47.71,42.671,139.223,3.6,3.4,107.1,A,220.0,5.2,A,6.44,0.10,A,d,5.67,18,gcmt,-0.91,0.83,-2.49,3.09,-3.64,3.40,626381
1981-05-0909:40:00.58,-20.408,169.319,7.2,6.3,106.6,A,38.6,5.1,A,5.57,0.10,A,d,2.82,17,gcmt,-2.65,-0.62,2.51,0.10,1.04,0.14,626396
1981-05-0916:06:26.34,-5.113,154.749,5.3,4.1,48.5,A,67.9,5.1,A,5.85,0.10,A,d,7.22,17,gcmt,-5.00,-0.83,7.12,0.58,3.32,-2.11,626415
1981-05-1301:39:56.55,5.827,126.942,5.4,3.9,59.7,A,145.6,4.8,A,6.32,0.10,A,d,3.75,18,gcmt,-0.99,0.20,3.45,1.25,1.74,-2.46,626570
1981-05-1600:10:37.45,49.171,156.325,8.7,5.2,137.5,B,30.0,3.9,A,5.59,0.10,A,d,2.99,17,gcmt,-1.80,1.68,2.10,1.03,-1.12,-0.29,626708
1981-05-1623:55:48.38,-41.571,-85.893,20.6,15.6,132.7,B,12.5,25.0,C,5.57,0.10,A,d,2.77,17,gcmt,-0.06,0.38,-0.62,0.10,-2.71,0.68,626745
1981-05-1810:08:24.14,-30.925,-179.541,9.7,7.9,93.8,A,35.0,76.3,C,5.72,0.10,A,d,4.69,17,gcmt,1.31,1.54,-0.73,1.86,4.08,-0.59,626826
1981-05-2202:55:24.54,-6.614,132.294,5.4,3.9,49.3,A,75.0,4.8,A,6.08,0.10,A,d,1.60,18,gcmt,0.86,0.74,0.11,0.07,1.09,-0.98,626992
1981-05-2505:25:15.33,-48.574,164.552,7.0,6.4,168.9,A,25.0,4.0,A,7.57,0.10,A,d,2.74,20,gcmt,-2.25,-0.33,-0.42,-0.00,1.14,2.68,627150
1981-05-2816:10:09.30,-14.782,167.333,5.7,4.5,57.7,A,136.1,4.9,A,6.17,0.10,A,d,2.20,18,gcmt,-1.19,-0.49,0.94,-1.04,1.53,0.26,627441
1981-05-2822:18:55.63,-5.550,151.463,4.6,4.0,60.4,A,64.5,4.9,A,6.27,0.10,A,d,3.08,18,gcmt,-0.16,2.32,1.66,0.49,-1.21,-1.50,627460
1981-05-3009:47:17.66,-49.240,164.728,6.8,5.5,127.4,A,25.0,8.5,C,5.71,0.10,A,d,4.50,17,gcmt,-3.73,-0.81,2.57,2.43,1.66,1.16,627531
1981-05-3123:59:35.69,44.557,137.438,4.4,4.0,105.3,A,295.1,5.3,A,5.61,0.10,A,d,3.19,17,gcmt,-2.60,0.73,0.01,1.38,-0.98,2.59,627605
1981-06-0115:12:50.30,18.967,-107.016,9.9,7.2,62.9,A,15.0,25.0,C,6.21,0.10,A,d,2.52,18,gcmt,1.54,0.00,-0.15,0.00,-2.04,-1.40,624625
1981-06-0305:47:53.75,-35.871,-16.910,8.1,6.4,116.2,A,15.0,25.0,C,6.60,0.10,A,d,9.88,18,gcmt,4.46,0.44,-0.53,-1.16,8.85,-3.94,624708
1981-06-0721:40:36.45,16.573,145.525,5.6,3.9,73.8,A,314.7,5.2,A,5.95,0.10,A,d,10.39,17,gcmt,0.80,2.83,8.81,-2.99,2.50,-9.62,624889
1981-06-0922:08:20.83,34.500,91.451,4.6,3.9,26.9,A,10.0,3.8,A,6.04,0.10,A,d,1.41,18,gcmt,0.66,0.20,-0.04,-0.12,1.23,-0.63,624973
1981-06-1107:24:25.81,29.908,57.830,4.6,3.4,11.7,A,20.0,3.7,A,6.60,0.10,A,d,9.82,18,gcmt,-1.09,-2.67,1.35,-7.80,5.72,-0.25,625020
1981-06-1118:34:22.06,16.795,-86.084,5.8,5.2,91.5,A,15.0,3.7,A,5.91,0.10,A,d,8.89,17,gcmt,5.64,2.81,-0.91,-0.24,6.67,-4.74,625045
1981-06-1301:26:05.08,-60.217,154.244,14.3,8.0,71.6,B,10.0,25.0,C,6.33,0.10,A,d,3.84,18,gcmt,-2.97,0.15,0.11,1.33,-2.10,2.86,625118
1981-06-1307:29:12.26,36.254,67.772,4.5,3.5,25.9,A,21.2,3.6,A,5.59,0.10,A,d,3.01,17,gcmt,0.73,-2.38,1.16,-0.78,-0.60,-1.90,625133
1981-06-1502:31:17.28,-48.599,164.968,8.7,6.1,142.5,A,15.0,25.0,C,5.73,0.10,A,d,4.77,17,gcmt,-3.52,1.60,-0.45,-1.37,2.03,3.97,625227
1981-06-1618:56:01.14,-56.531,-25.021,12.4,8.5,45.4,A,20.0,3.5,A,5.73,0.10,A,d,4.78,17,gcmt,3.54,-0.31,-0.31,-1.91,-2.79,-3.23,625303
1981-06-2004:10:01.07,-20.163,169.054,6.1,5.5,133.3,A,35.0,5.0,A,5.80,0.10,A,d,6.17,17,gcmt,-5.00,-1.65,5.65,0.49,2.57,-0.65,625434
1981-06-2012:31:48.43,-21.389,169.555,6.1,5.6,64.3,A,25.0,10.2,C,5.76,0.10,A,d,5.28,17,gcmt,3.90,-2.41,-3.02,2.23,2.16,-0.88,625446
1981-06-2110:30:02.84,-20.251,-70.481,8.8,5.1,73.1,B,35.8,4.7,A,5.74,0.10,A,d,5.06,17,gcmt,-1.97,-4.15,2.38,0.16,1.88,-0.40,625496
1981-06-2212:02:07.67,-60.134,-29.428,17.1,10.1,45.7,B,15.0,25.0,C,5.57,0.10,A,d,2.74,17,gcmt,1.69,-0.31,-0.15,0.04,-2.19,-1.55,625553
1981-06-2217:53:22.53,-13.137,-74.446,6.9,4.9,42.7,A,20.0,12.2,C,5.78,0.10,A,d,5.78,17,gcmt,-3.27,5.04,1.69,1.22,-0.33,1.58,625561
1981-06-2519:51:25.32,-41.704,79.950,8.7,7.8,89.6,A,15.0,3.3,A,5.96,0.10,A,d,10.80,17,gcmt,-9.95,4.68,0.82,-0.57,-2.58,9.14,625712
1981-06-2600:51:05.76,-30.311,-178.894,6.3,5.9,143.6,A,174.3,5.0,A,6.14,0.10,A,d,2.02,18,gcmt,1.19,-1.61,-0.89,-0.58,0.19,-0.31,625722
1981-07-0407:28:06.35,-7.371,156.028,6.5,5.1,40.7,A,30.0,18.7,C,5.70,0.10,A,d,4.30,17,gcmt,-0.89,-1.77,3.16,1.25,2.53,-2.27,623051
1981-07-0601:02:27.09,-15.331,-173.413,9.3,6.7,131.2,A,35.0,3.6,A,5.70,0.10,A,d,4.35,17,gcmt,-1.17,-0.62,2.46,-3.47,1.66,-1.28,623155
1981-07-0603:08:25.91,-22.227,171.578,5.4,4.9,69.9,A,30.0,4.7,A,7.55,0.10,A,d,2.59,20,gcmt,0.28,1.07,0.07,2.03,1.32,-0.35,623160
1981-07-0721:11:01.97,-0.232,-18.714,7.8,5.2,130.9,B,10.0,6.6,C,6.87,0.10,A,d,2.46,19,gcmt,-0.66,1.22,-0.16,-0.04,-2.00,0.82,623244
1981-07-0723:24:49.89,-22.945,-179.333,7.1,6.6,103.5,A,540.6,6.9,A,5.66,0.40,C,p,,,,,,,,,,623251
1981-07-1314:40:06.16,-7.359,156.068,7.3,5.5,62.8,A,28.6,3.9,A,5.64,0.10,A,d,3.60,17,gcmt,-1.20,-1.04,2.91,1.19,2.09,-1.70,623585
1981-07-1417:18:49.22,-36.833,78.456,7.9,6.9,91.9,A,10.0,3.1,A,5.93,0.10,A,d,9.68,17,gcmt,8.51,1.40,0.64,3.17,2.03,-9.16,623650
1981-07-1507:59:12.37,-17.402,167.479,6.3,5.3,65.6,A,30.0,3.8,A,7.11,0.10,A,d,5.76,19,gcmt,-4.13,-3.30,4.78,0.64,1.31,-0.65,623688
1981-07-1523:20:43.31,-17.649,167.637,7.4,6.3,68.8,A,30.0,3.6,A,5.79,0.10,A,d,5.89,17,gcmt,-3.49,-4.79,3.34,-0.01,-0.08,0.15,623756
1981-07-1900:58:13.86,45.432,150.024,5.6,3.9,137.4,A,55.0,4.7,A,5.74,0.10,A,d,5.02,17,gcmt,-2.96,2.56,4.21,-0.22,-2.13,-1.25,623923
1981-07-1904:42:58.69,-17.233,167.728,6.7,5.8,65.6,A,30.0,13.0,C,5.77,0.10,A,d,5.64,17,gcmt,5.66,-0.16,-5.10,-1.52,0.55,-0.56,623928
1981-07-2110:22:51.22,16.066,-98.671,8.7,5.8,42.2,A,25.0,7.7,C,5.59,0.10,A,d,3.00,17,gcmt,0.40,-1.78,0.73,2.20,0.03,-1.14,624042
1981-07-2111:47:00.49,-15.406,167.597,5.7,4.5,52.7,A,128.4,4.8,A,5.87,0.10,A,d,7.85,17,gcmt,-5.86,-5.44,5.42,-0.45,-0.17,0.45,624050
1981-07-2300:05:30.27,37.082,45.246,4.4,3.6,23.7,A,15.0,3.6,A,5.83,0.10,A,d,6.87,17,gcmt,5.25,-3.47,-4.80,2.15,-2.53,-0.45,624124
1981-07-2300:50:16.54,-21.658,169.631,6.8,6.1,92.3,A,15.0,10.2,C,5.72,0.10,A,d,4.73,17,gcmt,-0.26,0.55,0.43,4.69,-0.09,-0.17,624126
1981-07-2620:26:20.37,-35.582,-15.915,12.0,9.3,140.2,A,15.0,3.1,C,6.08,0.10,A,d,1.62,18,gcmt,0.75,0.00,-0.02,0.00,1.44,-0.73,624326
1981-07-2803:03:22.54,-41.685,-73.619,10.1,7.7,103.7,A,45.0,8.8,C,5.61,0.10,A,d,3.24,17,gcmt,2.22,1.73,0.64,-0.75,-0.55,-2.86,624387
1981-07-2817:22:26.22,29.976,57.944,5.1,3.9,19.9,A,15.0,3.6,A,7.24,0.10,A,d,9.01,19,gcmt,-0.82,4.18,2.65,-7.17,2.88,-1.82,624412
1981-07-2901:11:10.03,-21.590,169.697,5.9,5.0,57.6,A,10.0,10.2,C,6.29,0.10,A,d,3.32,18,gcmt,-1.25,-1.75,2.39,1.36,1.36,-1.13,624447
1981-07-3121:06:54.05,51.309,157.626,7.3,4.8,140.1,B,51.2,5.2,A,5.60,0.10,A,d,3.05,17,gcmt,-2.02,0.94,2.81,0.43,-1.40,-0.79,624592
1981-08-0101:42:17.90,60.062,-153.020,5.6,4.3,16.3,A,112.1,5.2,A,5.65,0.10,A,d,3.65,17,gcmt,1.66,1.90,1.19,1.38,1.33,-2.86,612382
1981-08-0106:10:11.43,-18.631,-173.418,9.1,6.5,121.3,A,35.0,4.8,A,5.60,0.10,A,d,3.11,17,gcmt,-1.73,-0.69,2.13,1.74,1.54,-0.39,612395
1981-08-0418:35:44.05,38.197,49.398,5.1,3.2,13.2,B,26.6,3.9,A,5.58,0.10,A,d,2.89,17,gcmt,-1.91,1.71,1.55,1.53,-0.15,0.36,612567
1981-08-0711:35:22.46,-5.174,151.765,4.9,3.9,64.7,A,61.9,5.1,A,6.15,0.10,A,d,2.05,18,gcmt,0.61,-0.16,1.58,0.70,-0.29,-2.20,612714
1981-08-1017:15:31.71,-6.933,-12.663,13.1,7.2,132.8,B,15.0,9.7,C,5.63,0.10,A,d,3.48,17,gcmt,2.49,-0.86,-0.46,-0.31,2.51,-2.04,612851
1981-08-1302:58:13.56,44.864,17.412,2.9,2.7,36.9,A,10.0,7.2,C,5.67,0.10,A,d,3.90,17,gcmt,2.91,-0.38,-0.28,-2.56,1.19,-2.64,612968
1981-08-1406:24:46.34,2.443,127.025,7.2,5.1,62.0,A,53.7,4.8,A,5.76,0.10,A,d,5.30,17,gcmt,-3.04,2.63,3.43,2.26,2.51,-0.39,613016
1981-08-1702:18:59.70,14.319,-93.786,8.5,5.5,50.9,B,29.1,4.6,A,6.02,0.10,A,d,13.17,17,gcmt,2.46,5.67,-6.47,-9.88,-3.39,4.01,613160
1981-08-1922:50:52.75,-9.029,67.173,6.1,5.8,68.4,A,15.0,7.2,C,6.16,0.10,A,d,2.12,18,gcmt,2.38,-0.01,-0.58,0.16,0.21,-1.81,613254
1981-08-2223:47:42.89,-35.971,-103.475,27.6,18.4,7.8,C,10.0,3.6,C,5.56,0.10,A,d,2.70,17,gcmt,0.26,0.35,0.62,0.16,-2.62,-0.88,613407
1981-08-2312:00:24.98,48.707,157.336,4.5,4.1,130.9,A,15.0,3.5,A,5.99,0.10,A,d,1.17,18,gcmt,-0.27,-0.09,1.05,-0.14,-0.70,-0.78,613438
1981-08-2507:16:59.52,-22.867,-175.917,8.0,5.8,107.6,A,30.0,31.2,C,5.68,0.10,A,d,4.10,17,gcmt,3.09,1.10,-1.05,1.07,-2.67,-2.04,613510
1981-08-2616:32:15.50,-5.331,151.572,5.1,3.9,67.5,A,54.0,5.1,A,5.95,0.10,A,d,1.04,18,gcmt,0.32,-0.05,0.70,0.57,-0.04,-1.02,613570
1981-09-0107:23:01.43,-15.209,-173.166,9.2,7.5,143.3,A,15.0,19.9,C,5.81,0.10,A,d,6.43,17,gcmt,-2.78,1.31,-3.00,-3.34,2.30,5.78,610755
1981-09-0109:29:32.05,-15.065,-173.199,6.5,6.2,161.9,A,16.2,3.7,A,7.47,0.10,A,d,1.94,20,gcmt,-0.04,0.18,-1.73,0.65,-0.48,1.78,610759
1981-09-0118:38:46.84,-15.230,-173.193,10.1,8.5,174.3,A,15.0,19.9,C,5.63,0.10,A,d,3.45,17,gcmt,-0.32,3.09,-0.18,0.64,1.32,0.50,610785
1981-09-0123:55:44.65,-15.308,-172.996,10.9,8.1,142.1,A,15.2,16.0,C,5.70,0.10,A,d,4.30,17,gcmt,-0.12,0.07,-0.78,-4.19,0.42,0.91,610797
1981-09-0208:44:20.06,-15.512,-172.788,8.8,7.9,178.1,A,15.0,16.0,C,5.88,0.10,A,d,8.12,17,gcmt,-4.26,6.73,4.33,-0.84,1.22,-0.06,610824
1981-09-0209:24:46.35,35.806,141.106,4.9,3.7,106.9,A,43.5,5.1,A,5.68,0.10,A,d,4.10,17,gcmt,-2.99,2.15,3.12,0.89,-1.50,-0.13,610826
1981-09-0304:29:54.64,6.554,126.197,6.2,3.7,70.0,B,93.6,5.3,A,6.03,0.10,A,d,1.35,18,gcmt,0.42,1.14,-0.26,0.25,-0.57,-0.17,610872
1981-09-0305:35:46.26,43.600,146.947,4.0,3.5,141.4,A,44.7,5.1,A,6.52,0.10,A,d,7.54,18,gcmt,-6.05,-1.36,5.85,2.91,-3.33,0.20,610876
1981-09-0319:39:25.89,35.291,141.060,4.9,3.9,124.8,A,37.9,5.1,A,5.57,0.10,A,d,2.75,17,gcmt,0.23,0.93,0.30,2.53,0.33,-0.53,610916
1981-09-0408:23:07.77,-15.871,-13.082,13.8,8.4,140.0,B,10.0,25.0,C,5.76,0.10,A,d,5.37,17,gcmt,5.09,1.94,-4.51,-1.03,-1.01,-0.58,610953
1981-09-0411:15:14.41,9.986,123.915,5.2,3.2,61.1,B,635.0,6.5,A,6.61,0.10,A,d,10.23,18,gcmt,9.96,-0.75,-8.05,-4.24,1.48,-1.91,610957
1981-09-0415:50:53.30,33.767,-119.137,7.3,4.7,27.9,B,10.0,5.4,B,5.84,0.10,A,d,7.17,17,gcmt,6.61,0.00,1.00,0.00,-0.91,-7.61,610965
1981-09-0611:02:42.08,-21.567,169.670,5.8,5.4,18.2,A,30.0,3.8,A,5.98,0.10,A,d,11.43,17,gcmt,1.03,-7.75,0.84,8.25,-1.10,-1.88,611050
1981-09-0616:43:22.19,-36.177,-100.819,11.6,9.8,122.7,A,15.0,4.9,C,5.78,0.10,A,d,5.74,17,gcmt,1.28,-1.85,-0.37,1.84,-5.12,-0.92,611066
1981-09-0715:11:24.05,-25.889,-177.846,7.6,6.6,103.1,A,246.7,5.4,A,5.62,0.10,A,d,3.34,17,gcmt,2.71,0.58,0.99,-0.46,-0.29,-3.70,611110
1981-09-0719:06:04.55,30.683,141.685,4.7,4.2,86.2,A,35.0,4.5,A,5.76,0.10,A,d,5.32,17,gcmt,5.22,-1.66,-4.82,-0.33,-0.53,-0.41,611129
1981-09-0819:26:27.39,43.372,146.496,4.9,4.0,129.6,A,41.3,5.0,A,5.75,0.10,A,d,5.27,17,gcmt,-3.73,2.58,4.40,1.23,-1.65,-0.67,611177
1981-09-1023:21:27.27,10.745,144.856,6.8,4.9,76.4,A,24.3,3.8,A,5.60,0.10,A,d,3.06,17,gcmt,-1.57,0.42,1.29,-2.09,1.64,0.28,611281
1981-09-1108:33:43.03,-23.194,179.318,7.5,6.4,105.2,A,552.5,6.5,A,5.64,0.10,A,d,3.51,17,gcmt,2.14,1.03,-2.80,1.05,-1.93,0.66,611301
1981-09-1207:15:52.25,35.685,73.664,3.9,3.1,46.9,A,10.0,3.4,A,6.13,0.10,A,d,1.95,18,gcmt,-0.24,0.44,1.81,-0.46,0.71,-1.57,611344
1981-09-1307:25:16.17,-60.984,-19.925,13.1,8.0,38.8,B,25.0,25.0,C,6.00,0.10,A,d,1.22,18,gcmt,0.34,-0.16,-0.05,0.14,1.15,-0.29,611417
1981-09-1309:19:33.97,24.683,-46.259,6.9,5.0,150.7,A,15.0,5.6,C,5.91,0.10,A,d,8.95,17,gcmt,2.16,4.12,-7.91,3.25,2.10,5.75,611419
1981-09-1412:44:30.71,18.278,-68.843,4.7,4.4,115.2,A,169.5,5.1,A,6.10,0.10,A,d,1.73,18,gcmt,-0.26,-0.09,1.42,-1.14,-0.17,-1.16,611484
1981-09-1514:12:06.91,-6.287,130.679,6.2,4.0,65.5,B,102.6,4.8,A,5.57,0.10,A,d,2.77,17,gcmt,0.59,0.96,1.61,0.66,1.56,-2.21,611528
