Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
2725 Montlake Blvd E,Motor Vehicle Accident,10/27/2012 02:55:00 AM +0000,47.645279,-122.304617,"(47.645279, -122.304617)",F120102249
10010 Rainier Av S,Motor Vehicle Accident,10/27/2012 09:30:00 AM +0000,47.511581,-122.248274,"(47.511581, -122.248274)",F120102388
5th Av / Virginia St,Motor Vehicle Accident,10/27/2012 01:02:00 PM +0000,47.613727,-122.339174,"(47.613727, -122.339174)",F120102423
4401 15th Av Nw,Motor Vehicle Accident Freeway,10/27/2012 03:43:00 PM +0000,47.661596,-122.376321,"(47.661596, -122.376321)",F120102445
N 143rd St / Stone Av N,Motor Vehicle Accident,10/27/2012 04:15:00 PM +0000,47.732311,-122.342372,"(47.732311, -122.342372)",F120102453
9th Av Sw / Sw Elmgrove St,Motor Vehicle Accident,10/27/2012 05:36:00 PM +0000,47.530127,-122.346767,"(47.530127, -122.346767)",F120102471
Wb Wsea Frwy At 6,Motor Vehicle Accident Freeway,10/27/2012 07:05:00 PM +0000,47.571642,-122.325777,"(47.571642, -122.325777)",F120102489
Sw Hudson St / Delridge Way Sw,Motor Vehicle Accident,10/27/2012 08:26:00 PM +0000,47.557467,-122.362919,"(47.557467, -122.362919)",F120102510
4th Av S / Seattle Blvd S,Motor Vehicle Accident,10/27/2012 10:48:00 PM +0000,47.596486,-122.329046,"(47.596486, -122.329046)",F120102540
Sb I5 At Roanoke,Motor Vehicle Accident Freeway,10/28/2012 02:18:00 AM +0000,47.643234,-122.323195,"(47.643234, -122.323195)",F120102604
Ne 45th St / 7th Av Ne,Motor Vehicle Accident,10/28/2012 02:20:00 AM +0000,47.661319,-122.320728,"(47.661319, -122.320728)",F120102605
Rainier Av S / M L King Jr Way S,Motor Vehicle Accident,10/28/2012 08:56:00 AM +0000,47.576359,-122.29663,"(47.576359, -122.29663)",F120102720
21st Av Nw / Nw 73rd St,Motor Vehicle Accident,10/28/2012 08:26:00 AM +0000,47.681322,-122.383233,"(47.681322, -122.383233)",F120102713
Wb I90 At West Highrise,Motor Vehicle Accident Freeway,10/28/2012 07:55:00 AM +0000,47.590386,-122.288566,"(47.590386, -122.288566)",F120102705
34th Av S / Letitia Av S,Motor Vehicle Accident,10/28/2012 09:06:00 AM +0000,47.567893,-122.290446,"(47.567893, -122.290446)",F120102725
15th Av S / S College St,Motor Vehicle Accident,10/28/2012 09:46:00 AM +0000,47.582982,-122.313394,"(47.582982, -122.313394)",F120102736
N 34th St / Troll Av N,Motor Vehicle Accident,10/28/2012 09:43:00 AM +0000,47.64924,-122.347419,"(47.64924, -122.347419)",F120102735
Stone Av N / N 131st St,Motor Vehicle Accident,10/28/2012 08:52:00 PM +0000,47.724166,-122.342285,"(47.724166, -122.342285)",F120102843
Sb I5 At Spokane,Motor Vehicle Accident Freeway,10/28/2012 11:12:00 PM +0000,47.577176,-122.319669,"(47.577176, -122.319669)",F120102882
Sb I5 At I90,Motor Vehicle Accident Freeway,10/28/2012 11:16:00 PM +0000,47.601669,-122.324897,"(47.601669, -122.324897)",F120102883
Roosevelt Way Ne / Ne 75th St,Motor Vehicle Accident,10/29/2012 12:18:00 AM +0000,47.683111,-122.31749,"(47.683111, -122.31749)",F120102902
Rainier Av S / S Orcas St,Motor Vehicle Accident,10/29/2012 01:58:00 AM +0000,47.551176,-122.277664,"(47.551176, -122.277664)",F120102941
1700 Broadway,Motor Vehicle Accident,10/29/2012 02:54:00 AM +0000,47.616403,-122.320817,"(47.616403, -122.320817)",F120102963
635 W Nickerson St,Motor Vehicle Accident,10/29/2012 04:24:00 AM +0000,47.651756,-122.364979,"(47.651756, -122.364979)",F120102989
Sb I5 At Spokane,Motor Vehicle Accident Freeway,10/29/2012 11:28:00 AM +0000,47.577176,-122.319669,"(47.577176, -122.319669)",F120103050
Aurora Av N / Denny Way,Motor Vehicle Accident Freeway,10/29/2012 12:25:00 PM +0000,47.618554,-122.343368,"(47.618554, -122.343368)",F120103057
1st Av S / S Michigan St,Motor Vehicle Accident,10/29/2012 02:59:00 PM +0000,47.544043,-122.334444,"(47.544043, -122.334444)",F120103078
Nb I5 At I90,Motor Vehicle Accident Freeway,10/29/2012 03:10:00 PM +0000,47.589156,-122.320524,"(47.589156, -122.320524)",F120103080
Greenwood Av N / N 87th St,Motor Vehicle Accident,10/29/2012 04:35:00 PM +0000,47.692418,-122.355321,"(47.692418, -122.355321)",F120103095
Ne 70th St / 15th Av Ne,Motor Vehicle Accident,10/29/2012 04:57:00 PM +0000,47.679408,-122.312004,"(47.679408, -122.312004)",F120103107
S Columbian Way / 15th Av S,Motor Vehicle Accident,10/29/2012 05:14:00 PM +0000,47.569166,-122.31343,"(47.569166, -122.31343)",F120103113
N 135th St / Aurora Av N,Motor Vehicle Accident,10/29/2012 07:38:00 PM +0000,47.72686,-122.345017,"(47.72686, -122.345017)",F120103152
8th Av Nw / Nw 82nd St,Motor Vehicle Accident,10/30/2012 12:00:00 AM +0000,47.688384,-122.365998,"(47.688384, -122.365998)",F120103242
N 125th St / Aurora Av N,Motor Vehicle Accident,10/30/2012 12:48:00 AM +0000,47.719572,-122.344937,"(47.719572, -122.344937)",F120103251
Shaffer Av S / S Morgan St,Motor Vehicle Accident,10/30/2012 06:09:00 AM +0000,47.544392,-122.294742,"(47.544392, -122.294742)",F120103329
2nd Av / James St,Motor Vehicle Accident,10/30/2012 02:21:00 PM +0000,47.602306,-122.332519,"(47.602306, -122.332519)",F120103384
Renton Av S / S Webster St,Motor Vehicle Accident,10/30/2012 03:16:00 PM +0000,47.535211,-122.280325,"(47.535211, -122.280325)",F120103394
10776 Renton Av S,Motor Vehicle Accident,10/30/2012 03:18:00 PM +0000,47.504009,-122.252,"(47.504009, -122.252)",F120103396
East Marginal Way S / S Lucile St,Motor Vehicle Accident,10/30/2012 03:43:00 PM +0000,47.55344,-122.337026,"(47.55344, -122.337026)",F120103400
0 Sb Sr99 At Battery St Tunnel,Motor Vehicle Accident Freeway,10/30/2012 04:01:00 PM +0000,47.618721,-122.343734,"(47.618721, -122.343734)",F120103414
N 81st St / Greenwood Av N,Motor Vehicle Accident,10/30/2012 04:13:00 PM +0000,47.687666,-122.3553,"(47.687666, -122.3553)",F120103417
East Montlake Pl E / E Louisa St,Motor Vehicle Accident,10/30/2012 04:15:00 PM +0000,47.642447,-122.302052,"(47.642447, -122.302052)",F120103420
NB I5 AT MID BOEING FIELD,Motor Vehicle Accident Freeway,10/30/2012 05:03:00 PM +0000,47.510377,-122.283282,"(47.510377, -122.283282)",V120103428
4401 15th Av Nw,Motor Vehicle Accident Freeway,10/30/2012 05:38:00 PM +0000,47.661596,-122.376321,"(47.661596, -122.376321)",F120103442
Ballard Br,Motor Vehicle Accident,10/30/2012 05:39:00 PM +0000,47.654439,-122.376218,"(47.654439, -122.376218)",F120103444
12324 25th Av Ne,Motor Vehicle Accident,10/30/2012 07:25:00 PM +0000,47.717714,-122.301838,"(47.717714, -122.301838)",F120103467
Nb I5 At Mercer,Motor Vehicle Accident Freeway,10/30/2012 08:46:00 PM +0000,47.620184,-122.328213,"(47.620184, -122.328213)",F120103485
Nb I5 At Convention Center,Motor Vehicle Accident Freeway,10/30/2012 08:48:00 PM +0000,47.60875,-122.330754,"(47.60875, -122.330754)",F120103487
1100 Nw 50th St,Motor Vehicle Accident,10/30/2012 09:09:00 PM +0000,47.665043,-122.370765,"(47.665043, -122.370765)",F120103494
Wb Wsea Frwy At Delridge,Motor Vehicle Accident,10/30/2012 10:31:00 PM +0000,47.571142,-122.35688,"(47.571142, -122.35688)",F120103521
East Green Lake Way N / N 66th St,Motor Vehicle Accident,10/30/2012 10:46:00 PM +0000,47.677408,-122.332169,"(47.677408, -122.332169)",F120103530
Eb Sr520 Fr Montlake,Motor Vehicle Accident Freeway,10/30/2012 10:52:00 PM +0000,47.64414,-122.304233,"(47.64414, -122.304233)",F120103531
Olson Pl Sw / Myers Way S,Motor Vehicle Accident,10/31/2012 12:02:00 AM +0000,47.522322,-122.334841,"(47.522322, -122.334841)",F120103556
Rainier Av S / S Juneau St,Motor Vehicle Accident,10/31/2012 12:41:00 AM +0000,47.549704,-122.277135,"(47.549704, -122.277135)",F120103573
S Othello St / 44th Av S,Motor Vehicle Accident,10/31/2012 02:37:00 AM +0000,47.537056,-122.278037,"(47.537056, -122.278037)",F120103616
Sb Sr99 At Battery St Tunnel,Motor Vehicle Accident Freeway,10/31/2012 02:21:00 PM +0000,47.618721,-122.343734,"(47.618721, -122.343734)",F120103737
1st Av S / S Cloverdale St,Motor Vehicle Accident,10/31/2012 02:49:00 PM +0000,47.526235,-122.334405,"(47.526235, -122.334405)",F120103745
9801 Lake City Way Ne,Motor Vehicle Accident,10/31/2012 04:19:00 PM +0000,47.700271,-122.303318,"(47.700271, -122.303318)",F120103766
15th Av Nw / Nw 65th St,Motor Vehicle Accident,10/31/2012 08:06:00 PM +0000,47.675962,-122.376381,"(47.675962, -122.376381)",F120103856
0 Sb Sr99 At Battery St Tunnel,Motor Vehicle Accident Freeway,10/31/2012 08:34:00 PM +0000,47.618721,-122.343734,"(47.618721, -122.343734)",F120103868
N Northgate Way / Corliss Av N,Motor Vehicle Accident,10/31/2012 08:42:00 PM +0000,47.708646,-122.331314,"(47.708646, -122.331314)",F120103875
N 36th St / Stone Way N,Motor Vehicle Accident,10/31/2012 11:16:00 PM +0000,47.650534,-122.342678,"(47.650534, -122.342678)",F120103918
Wb Sr520 At Lake Washington,Motor Vehicle Accident,11/01/2012 12:02:00 AM +0000,47.645205,-122.294231,"(47.645205, -122.294231)",F120103945
Ne 117th St / Lake City Way Ne,Motor Vehicle Accident,11/01/2012 12:15:00 AM +0000,47.714212,-122.29823,"(47.714212, -122.29823)",F120103953
Ne 47th St / 12th Av Ne,Motor Vehicle Accident,11/01/2012 12:21:00 AM +0000,47.663106,-122.315263,"(47.663106, -122.315263)",F120103956
Northgate Wy I5 Rp / Corliss Av N,Motor Vehicle Accident,11/01/2012 12:31:00 AM +0000,47.708646,-122.331314,"(47.708646, -122.331314)",F120103961
North Park Av N / N 105th St,Motor Vehicle Accident,11/01/2012 12:55:00 AM +0000,47.705063,-122.348716,"(47.705063, -122.348716)",F120103975
Airport Way S / S Norfolk St,Motor Vehicle Accident,11/01/2012 01:11:00 AM +0000,47.513653,-122.288138,"(47.513653, -122.288138)",F120103981
Nb I5 At Lakeview,Motor Vehicle Accident Freeway,11/01/2012 09:34:00 AM +0000,47.629452,-122.326694,"(47.629452, -122.326694)",F120104083
500 Mercer St,Motor Vehicle Accident,11/01/2012 02:05:00 AM +0000,47.624561,-122.347571,"(47.624561, -122.347571)",F120103987
Nb Sr99 At Western,Motor Vehicle Accident Freeway,11/01/2012 08:01:00 AM +0000,47.613979,-122.347768,"(47.613979, -122.347768)",F120104067
8th Av Nw / Nw 56th St,Motor Vehicle Accident,11/01/2012 04:26:00 PM +0000,47.66943,-122.366178,"(47.66943, -122.366178)",F120104147
Sb I5 Exp To Mercer,Motor Vehicle Accident Freeway,11/01/2012 05:54:00 PM +0000,47.625265,-122.331875,"(47.625265, -122.331875)",F120104164
Lake City Way Ne / Ne 115th St,Motor Vehicle Accident,11/01/2012 06:20:00 PM +0000,47.712044,-122.299512,"(47.712044, -122.299512)",F120104176
S Genesee St / Rainier Av S,Motor Vehicle Accident,11/01/2012 06:27:00 PM +0000,47.564095,-122.288186,"(47.564095, -122.288186)",F120104180
M L King Jr Way S / S Othello St,Motor Vehicle Accident,11/01/2012 08:46:00 PM +0000,47.537042,-122.281293,"(47.537042, -122.281293)",F120104213
30th Av Ne / Ne 125th St,Motor Vehicle Accident,11/01/2012 10:41:00 PM +0000,47.719285,-122.296314,"(47.719285, -122.296314)",F120104257
Nb I5 Exp At 85,Motor Vehicle Accident Freeway,11/01/2012 11:28:00 PM +0000,47.677663,-122.320566,"(47.677663, -122.320566)",F120104275
16th Av Sw / Sw Myrtle St,Motor Vehicle Accident,11/02/2012 02:36:00 AM +0000,47.53912,-122.354992,"(47.53912, -122.354992)",F120104328
6th Av S / S Dawson St,Motor Vehicle Accident,11/02/2012 02:12:00 PM +0000,47.555624,-122.326954,"(47.555624, -122.326954)",F120104439
N 41st St / Linden Av N,Motor Vehicle Accident,11/02/2012 03:08:00 PM +0000,47.65666,-122.348564,"(47.65666, -122.348564)",F120104448
18th Av / E Union St,Motor Vehicle Accident,11/02/2012 07:56:00 PM +0000,47.612902,-122.308861,"(47.612902, -122.308861)",F120104552
M L King Jr Way / E Alder St,Motor Vehicle Accident,11/02/2012 09:58:00 PM +0000,47.604242,-122.296798,"(47.604242, -122.296798)",F120104600
323 N 85th St,Motor Vehicle Accident,11/02/2012 10:51:00 PM +0000,47.690594,-122.35498,"(47.690594, -122.35498)",F120104615
15th Av Ne / Ne 127th St,Motor Vehicle Accident,11/02/2012 11:59:00 PM +0000,47.721223,-122.312671,"(47.721223, -122.312671)",F120104625
16th Av Sw / Sw Holden St,Motor Vehicle Accident,11/03/2012 12:25:00 AM +0000,47.53368,-122.355032,"(47.53368, -122.355032)",F120104631
37th Av Sw / Sw Austin St,Motor Vehicle Accident,11/03/2012 01:34:00 AM +0000,47.534901,-122.379288,"(47.534901, -122.379288)",F120104664
East Marginal Way S / S Michigan St,Motor Vehicle Accident,11/03/2012 02:03:00 AM +0000,47.544881,-122.331306,"(47.544881, -122.331306)",F120104671
4th Av S / S Michigan St,Motor Vehicle Accident,11/03/2012 02:05:00 AM +0000,47.545337,-122.329588,"(47.545337, -122.329588)",F120104675
9th Av / Pine St,Motor Vehicle Accident,11/03/2012 02:17:00 AM +0000,47.613528,-122.332042,"(47.613528, -122.332042)",F120104677
13th Av Sw / Sw Cloverdale St,Motor Vehicle Accident,11/03/2012 02:59:00 AM +0000,47.526509,-122.351844,"(47.526509, -122.351844)",F120104688
S Industrial Way / 4th Av S,Motor Vehicle Accident,11/03/2012 05:02:00 AM +0000,47.567668,-122.329235,"(47.567668, -122.329235)",F120104726
Nb I5 At Sr520,Motor Vehicle Accident Freeway,11/03/2012 02:45:00 PM +0000,47.638512,-122.322606,"(47.638512, -122.322606)",F120104811
525 S Jackson St,Motor Vehicle Accident,11/03/2012 05:14:00 PM +0000,47.599194,-122.327334,"(47.599194, -122.327334)",F120104829
800 Fairview Av N,Motor Vehicle Accident,11/03/2012 08:50:00 PM +0000,47.626281,-122.334008,"(47.626281, -122.334008)",F120104879
11th Av / E Union St,Motor Vehicle Accident,11/03/2012 09:05:00 PM +0000,47.612931,-122.318122,"(47.612931, -122.318122)",F120104883
5th Av Ne / Ne Northgate Way,Motor Vehicle Accident,11/03/2012 10:02:00 PM +0000,47.708594,-122.323275,"(47.708594, -122.323275)",F120104903
11705 3rd Av Nw,Motor Vehicle Accident,11/04/2012 02:10:00 AM +0000,47.714205,-122.36089,"(47.714205, -122.36089)",F120104971
3333 Rainier Av S,Motor Vehicle Accident,11/04/2012 04:16:00 AM +0000,47.573598,-122.294524,"(47.573598, -122.294524)",F120104995
20th Av Sw / Sw Roxbury St,Motor Vehicle Accident,11/04/2012 04:08:00 PM +0000,47.517363,-122.3592,"(47.517363, -122.3592)",F120105122
15th Av W / W Garfield St,Motor Vehicle Accident,11/04/2012 07:35:00 PM +0000,47.633499,-122.376195,"(47.633499, -122.376195)",F120105175
Elliott Av W / W Prospect St,Motor Vehicle Accident,11/04/2012 07:43:00 PM +0000,47.628589,-122.371003,"(47.628589, -122.371003)",F120105178
Corliss Av N / N 65th St,Motor Vehicle Accident,11/04/2012 08:37:00 PM +0000,47.675964,-122.330846,"(47.675964, -122.330846)",F120105190
5111 15th Av Nw,Motor Vehicle Accident,11/05/2012 01:09:00 AM +0000,47.665779,-122.376219,"(47.665779, -122.376219)",F120105270
Nb I5 To Olive,Motor Vehicle Accident Freeway,11/05/2012 01:48:00 AM +0000,47.613482,-122.329939,"(47.613482, -122.329939)",F120105281
8th Av / Virginia St,Motor Vehicle Accident,11/05/2012 03:10:00 AM +0000,47.615721,-122.336595,"(47.615721, -122.336595)",F120105297
12740 33rd Av Ne,Motor Vehicle Accident,11/05/2012 04:52:00 AM +0000,47.720157,-122.292729,"(47.720157, -122.292729)",F120105318
Nw 77th St / 24th Av Nw,Motor Vehicle Accident,11/05/2012 11:29:00 AM +0000,47.684971,-122.387585,"(47.684971, -122.387585)",F120105374
8th Av / Pike St,Motor Vehicle Accident,11/05/2012 03:07:00 PM +0000,47.612071,-122.332244,"(47.612071, -122.332244)",F120105398
5th Av / Virginia St,Motor Vehicle Accident,11/05/2012 05:19:00 PM +0000,47.613727,-122.339174,"(47.613727, -122.339174)",F120105427
N 80th St / Ashworth Av N,Motor Vehicle Accident,11/06/2012 01:09:00 AM +0000,47.686926,-122.339106,"(47.686926, -122.339106)",F120105584
6th Av / Seneca St,Motor Vehicle Accident,11/05/2012 11:26:00 PM +0000,47.608444,-122.331995,"(47.608444, -122.331995)",F120105544
17th Av S / S Jackson St,Motor Vehicle Accident,11/05/2012 09:59:00 PM +0000,47.599232,-122.310272,"(47.599232, -122.310272)",F120105521
16th Av Nw / Nw 85th St,Motor Vehicle Accident,11/06/2012 02:19:00 AM +0000,47.690606,-122.377883,"(47.690606, -122.377883)",F120105609
38th Av Nw / Seaview Av Nw,Motor Vehicle Accident,11/06/2012 02:21:00 AM +0000,47.672129,-122.405571,"(47.672129, -122.405571)",F120105613
S Spokane St / 1st Av S,Motor Vehicle Accident,11/06/2012 03:42:00 PM +0000,47.571393,-122.334194,"(47.571393, -122.334194)",F120105742
Meridian Av N / N 50th St,Motor Vehicle Accident,11/06/2012 03:56:00 PM +0000,47.665036,-122.333719,"(47.665036, -122.333719)",F120105745
Wb Wsea Frwy At Admiral,Motor Vehicle Accident Freeway,11/07/2012 01:46:00 AM +0000,47.571579,-122.367558,"(47.571579, -122.367558)",F120105889
Lake City Way Ne / 30th Av Ne,Motor Vehicle Accident,11/07/2012 02:06:00 AM +0000,47.717642,-122.296201,"(47.717642, -122.296201)",F120105898
15th Av Nw / Nw Market St,Motor Vehicle Accident,11/07/2012 02:56:00 AM +0000,47.668667,-122.376214,"(47.668667, -122.376214)",F120105913
S Spokane St / East Marginal Way S,Motor Vehicle Accident,11/07/2012 01:44:00 PM +0000,47.571328,-122.339668,"(47.571328, -122.339668)",F120106009
Aurora Av N / N 92nd St,Motor Vehicle Accident,11/07/2012 04:59:00 PM +0000,47.695633,-122.344582,"(47.695633, -122.344582)",F120106049
3500 M L King Jr Way S,Motor Vehicle Accident,11/07/2012 06:12:00 PM +0000,47.572363,-122.29673,"(47.572363, -122.29673)",F120106070
Nb I5 Fr Columbian,Motor Vehicle Accident Freeway,11/07/2012 06:31:00 PM +0000,47.57548,-122.319516,"(47.57548, -122.319516)",F120106081
Lake City Way Ne / Ne 125th St,Motor Vehicle Accident,11/07/2012 07:16:00 PM +0000,47.719279,-122.295233,"(47.719279, -122.295233)",F120106136
Ne 90th St / Lake City Way Ne,Motor Vehicle Accident,11/07/2012 07:53:00 PM +0000,47.693931,-122.30552,"(47.693931, -122.30552)",F120106171
300 12th Av S,Motor Vehicle Accident,11/07/2012 11:27:00 PM +0000,47.600014,-122.317192,"(47.600014, -122.317192)",F120106248
3rd Av Nw / Nw 62nd St,Motor Vehicle Accident,11/08/2012 03:26:00 PM +0000,47.674208,-122.360779,"(47.674208, -122.360779)",F120106415
M L King Jr Way S / S Massachusetts St,Motor Vehicle Accident,11/08/2012 04:00:00 PM +0000,47.588312,-122.298051,"(47.588312, -122.298051)",F120106419
4500 15th Av Nw,Motor Vehicle Accident,11/08/2012 04:21:00 PM +0000,47.661872,-122.376106,"(47.661872, -122.376106)",F120106426
2401 Nw 60th St,Motor Vehicle Accident,11/08/2012 05:12:00 PM +0000,47.672374,-122.387587,"(47.672374, -122.387587)",F120106440
27th Av Ne / Ne 145th St,Motor Vehicle Accident,11/09/2012 02:18:00 AM +0000,47.733808,-122.299229,"(47.733808, -122.299229)",F120106608
NB I5 EXP FR MERCER,Motor Vehicle Accident Freeway,11/09/2012 03:37:00 AM +0000,47.626881,-122.328379,"(47.626881, -122.328379)",F120106632
9645 Renton Av S,Motor Vehicle Accident,11/09/2012 02:17:00 AM +0000,47.515841,-122.26808,"(47.515841, -122.26808)",F120106605
26th Av Ne / Ne 125th St,Motor Vehicle Accident,11/09/2012 12:58:00 AM +0000,47.719308,-122.300393,"(47.719308, -122.300393)",F120106569
26th Av Ne / Ne 125th St,Motor Vehicle Accident,11/09/2012 12:59:00 AM +0000,47.719308,-122.300393,"(47.719308, -122.300393)",F120106570
23rd Av / E Pine St,Motor Vehicle Accident,11/09/2012 01:23:00 AM +0000,47.61531,-122.302651,"(47.61531, -122.302651)",F120106582
6712 21st Av Sw,Motor Vehicle Accident,11/09/2012 01:52:00 AM +0000,47.542787,-122.359563,"(47.542787, -122.359563)",F120106597
35th Av Sw / Sw Raymond St,Motor Vehicle Accident,11/09/2012 02:27:00 AM +0000,47.548323,-122.37637,"(47.548323, -122.37637)",F120106612
506 Nw 70th St,Motor Vehicle Accident,11/09/2012 09:37:00 AM +0000,47.679557,-122.362546,"(47.679557, -122.362546)",F120106688
Nb I5 At Mercer,Motor Vehicle Accident,11/09/2012 09:38:00 AM +0000,47.620184,-122.328213,"(47.620184, -122.328213)",F120106689
Rainier Av S / S Holly St,Motor Vehicle Accident,11/09/2012 05:24:00 PM +0000,47.542476,-122.272808,"(47.542476, -122.272808)",F120106769
900 Westlake Av N,Motor Vehicle Accident,11/09/2012 06:48:00 PM +0000,47.627171,-122.339622,"(47.627171, -122.339622)",F120106794
2575 AURORA AV N,Motor Vehicle Accident Freeway,11/10/2012 08:16:00 AM +0000,47.640643,-122.346463,"(47.640643, -122.346463)",F120106976
2580 Sw Barton St,Motor Vehicle Accident,11/10/2012 06:36:00 PM +0000,47.521022,-122.365633,"(47.521022, -122.365633)",F120107065
38th Av S / S Genesee St,Motor Vehicle Accident,11/10/2012 08:03:00 PM +0000,47.564122,-122.284959,"(47.564122, -122.284959)",F120107094
20th Av Nw / Nw 57th St,Motor Vehicle Accident,11/10/2012 09:25:00 PM +0000,47.670179,-122.382215,"(47.670179, -122.382215)",F120107111
