Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
17th Av / E Howell St,Motor Vehicle Accident,06/04/2011 04:34:00 PM +0000,47.617611,-122.310139,"(47.617611, -122.310139)",F110049179
ELLIOTT AV W / WESTERN AV W,Motor Vehicle Accident,06/04/2011 03:35:00 PM +0000,47.620844,-122.361143,"(47.620844, -122.361143)",F110049169
9061 Seward Park Av S,Motor Vehicle Accident,06/04/2011 06:22:00 AM +0000,47.521595,-122.264225,"(47.521595, -122.264225)",F110049100
2560 32nd Av W,Motor Vehicle Accident,06/04/2011 12:56:00 PM +0000,47.641537,-122.398315,"(47.641537, -122.398315)",F110049029
3600 Klickitat Av Sw,Motor Vehicle Accident,06/03/2011 05:00:00 PM +0000,47.571389,-122.35162,"(47.571389, -122.35162)",F110048828
Boylston Av / Madison St,Motor Vehicle Accident,06/03/2011 04:10:00 PM +0000,47.61073,-122.32181,"(47.61073, -122.32181)",F110048814
6th Av / Wall St,Motor Vehicle Accident,06/03/2011 01:38:00 PM +0000,47.618022,-122.344452,"(47.618022, -122.344452)",F110048780
4th Av S / S Royal Brougham Way,Motor Vehicle Accident, 2011-06-03T24:06:00+0000,47.592394,-122.329049,"(47.592394, -122.329049)",F110048772
Broadway / Madison St,Motor Vehicle Accident,06/03/2011 05:32:00 AM +0000,47.611169,-122.32076,"(47.611169, -122.32076)",F110048718
N Northgate Way / Corliss Av N,Motor Vehicle Accident,06/03/2011 04:09:00 AM +0000,47.708646,-122.331314,"(47.708646, -122.331314)",F110048703
34th Av Sw / Sw Trenton St,Motor Vehicle Accident,06/02/2011 11:15:00 PM +0000,47.524656,-122.375293,"(47.524656, -122.375293)",F110048610
3212 Ne 125th St,Motor Vehicle Accident,06/02/2011 08:02:00 PM +0000,47.71927,-122.293763,"(47.71927, -122.293763)",F110048548
West Green Lake Way N / N 63rd St,Motor Vehicle Accident,06/02/2011 07:35:00 PM +0000,47.674156,-122.345591,"(47.674156, -122.345591)",F110048535
Sb I5 At Convention Center,Motor Vehicle Accident Freeway,06/02/2011 06:51:00 PM +0000,47.610625,-122.331388,"(47.610625, -122.331388)",F110048517
0 - 0 Sb I5 Exp At Denny,Motor Vehicle Accident Freeway,06/02/2011 02:40:00 PM +0000,47.621212,-122.328539,"(47.621212, -122.328539)",F110048448
11th Av Nw / Nw Leary Way,Motor Vehicle Accident,06/02/2011 11:33:00 AM +0000,47.663658,-122.370766,"(47.663658, -122.370766)",F110048418
30th Av Ne / Ne 125th St,Motor Vehicle Accident,06/02/2011 06:29:00 AM +0000,47.719285,-122.296314,"(47.719285, -122.296314)",F110048378
12546 33rd Av Ne,Motor Vehicle Accident,06/02/2011 04:22:00 AM +0000,47.719433,-122.29273,"(47.719433, -122.29273)",F110048336
3963 1st Av Ne,Motor Vehicle Accident,06/02/2011 04:13:00 AM +0000,47.654868,-122.327888,"(47.654868, -122.327888)",F110048331
Ne Northgate Way / Roosevelt Way Ne,Motor Vehicle Accident,06/02/2011 04:13:00 AM +0000,47.708561,-122.317852,"(47.708561, -122.317852)",F110048332
Ne 57th St / 37th Av Ne,Motor Vehicle Accident,06/02/2011 12:48:00 PM +0000,47.67032,-122.287989,"(47.67032, -122.287989)",F110048270
Lake City Way Ne / Ne 125th St,Motor Vehicle Accident,06/02/2011 12:36:00 PM +0000,47.719279,-122.295233,"(47.719279, -122.295233)",F110048262
19th Av Ne / Ne 98th St,Motor Vehicle Accident,06/01/2011 11:34:00 PM +0000,47.700308,-122.307879,"(47.700308, -122.307879)",F110048238
Denny Way / Yale Av,Motor Vehicle Accident,06/01/2011 11:28:00 PM +0000,47.618508,-122.331395,"(47.618508, -122.331395)",F110048233
51st Av S / Renton Av S,Motor Vehicle Accident,06/01/2011 11:01:00 PM +0000,47.517151,-122.270021,"(47.517151, -122.270021)",F110048222
E PIKE ST / BELLEVUE AV,Motor Vehicle Accident,06/01/2011 10:32:00 PM +0000,47.614088,-122.32682,"(47.614088, -122.32682)",F110048212
9454 Delridge Way Sw,Motor Vehicle Accident,06/01/2011 10:17:00 PM +0000,47.51856,-122.35624,"(47.51856, -122.35624)",F110048199
0 - 0 Nb I5 To Seneca,Motor Vehicle Accident Freeway,06/01/2011 10:08:00 PM +0000,47.605672,-122.328492,"(47.605672, -122.328492)",F110048194
0 Nb I5 Fr Michigan,Motor Vehicle Accident,06/01/2011 06:59:00 PM +0000,47.548793,-122.315055,"(47.548793, -122.315055)",F110048128
BAKER AV NW / NW 52ND ST,Motor Vehicle Accident,06/01/2011 06:11:00 PM +0000,47.666862,-122.359696,"(47.666862, -122.359696)",F110048119
Rainier Av S / S King St,Motor Vehicle Accident,06/01/2011 05:46:00 PM +0000,47.598331,-122.313407,"(47.598331, -122.313407)",F110048116
42nd Av S / S Spencer St,Motor Vehicle Accident,06/01/2011 08:58:00 AM +0000,47.54742,-122.280822,"(47.54742, -122.280822)",F110048033
1300 Lakeview Blvd E,Motor Vehicle Accident,06/01/2011 08:54:00 AM +0000,47.630877,-122.324359,"(47.630877, -122.324359)",F110048032
26th Av / E Alder St,Motor Vehicle Accident,06/01/2011 02:15:00 AM +0000,47.604296,-122.298903,"(47.604296, -122.298903)",F110047937
0 - 0 Sb I5 At Convention Center,Motor Vehicle Accident Freeway,06/01/2011 01:14:00 AM +0000,47.607412,-122.330402,"(47.607412, -122.330402)",F110047918
Boren Av / Pike St,Motor Vehicle Accident,05/31/2011 10:05:00 PM +0000,47.613466,-122.328913,"(47.613466, -122.328913)",F110047846
35th Av Sw / Sw Henderson St,Motor Vehicle Accident,05/31/2011 06:49:00 PM +0000,47.522861,-122.3767,"(47.522861, -122.3767)",F110047788
Sw Henderson St / 35th Av Sw,Motor Vehicle Accident,05/31/2011 06:49:00 PM +0000,47.522861,-122.3767,"(47.522861, -122.3767)",F110047789
6th Av S / S Orcas St,Motor Vehicle Accident,05/31/2011 04:37:00 PM +0000,47.551859,-122.326863,"(47.551859, -122.326863)",F110047746
11th Av Ne / Ne 42nd St,Motor Vehicle Accident,05/31/2011 04:17:00 PM +0000,47.658356,-122.316656,"(47.658356, -122.316656)",F110047738
Greenwood Av N / N 80th St,Motor Vehicle Accident,05/31/2011 03:49:00 PM +0000,47.686942,-122.3553,"(47.686942, -122.3553)",F110047727
Ne 95th St / Lake City Way Ne,Motor Vehicle Accident,05/31/2011 03:39:00 PM +0000,47.697569,-122.305467,"(47.697569, -122.305467)",F110047721
0 - 0 Sb I5 At Lake City,Motor Vehicle Accident Freeway,05/31/2011 01:24:00 PM +0000,47.678271,-122.321027,"(47.678271, -122.321027)",F110047681
0 - 0 Wb I90 To Nb I5 Cd,Motor Vehicle Accident Freeway,05/31/2011 01:08:00 PM +0000,47.595026,-122.31466,"(47.595026, -122.31466)",F110047678
720 Nw 130th St,Motor Vehicle Accident,05/30/2011 11:17:00 PM +0000,47.723283,-122.365266,"(47.723283, -122.365266)",F110047532
0 - 0 Sb I5 At Convention Center,Motor Vehicle Accident Freeway,05/30/2011 09:11:00 PM +0000,47.607412,-122.330402,"(47.607412, -122.330402)",F110047504
2nd Av / Columbia St,Motor Vehicle Accident,05/30/2011 07:15:00 PM +0000,47.603733,-122.333825,"(47.603733, -122.333825)",F110047467
19th Av E / E Galer St,Motor Vehicle Accident,05/30/2011 10:59:00 AM +0000,47.632306,-122.307227,"(47.632306, -122.307227)",F110047389
35th Av Sw / Sw Myrtle St,Motor Vehicle Accident,05/30/2011 03:02:00 AM +0000,47.53922,-122.376575,"(47.53922, -122.376575)",F110047321
Wallingford Av N / N 34th St,Motor Vehicle Accident,05/29/2011 10:09:00 PM +0000,47.648045,-122.336351,"(47.648045, -122.336351)",F110047258
12th Av E / E John St,Motor Vehicle Accident,05/29/2011 06:59:00 PM +0000,47.619937,-122.316928,"(47.619937, -122.316928)",F110047213
4025 13th Av W,Motor Vehicle Accident,05/29/2011 08:51:00 AM +0000,47.656083,-122.373552,"(47.656083, -122.373552)",F110047114
4816 Phinney Av N,Motor Vehicle Accident,05/29/2011 02:06:00 AM +0000,47.663702,-122.353968,"(47.663702, -122.353968)",F110047024
4th Av / Spring St,Motor Vehicle Accident,05/29/2011 02:04:00 AM +0000,47.606801,-122.333562,"(47.606801, -122.333562)",F110047023
Rainier Av S / S Alaska St,Motor Vehicle Accident,05/28/2011 11:13:00 PM +0000,47.560748,-122.287027,"(47.560748, -122.287027)",F110046984
2nd Av / Virginia St,Motor Vehicle Accident,05/28/2011 09:55:00 PM +0000,47.611733,-122.341753,"(47.611733, -122.341753)",F110046964
Broadway / E Jefferson St,Motor Vehicle Accident,05/28/2011 07:42:00 PM +0000,47.606213,-122.32075,"(47.606213, -122.32075)",F110046925
Broadway / Jefferson St,Motor Vehicle Accident,05/28/2011 07:22:00 PM +0000,47.606213,-122.32075,"(47.606213, -122.32075)",F110046919
6th Av S / S Walker St,Motor Vehicle Accident,05/28/2011 07:05:00 PM +0000,47.583976,-122.325974,"(47.583976, -122.325974)",F110046913
0 - 0 Sb Sr99 To Harbor Island,Motor Vehicle Accident Freeway,05/28/2011 06:47:00 PM +0000,47.573037,-122.339393,"(47.573037, -122.339393)",F110046909
Sw Edmunds St / Fauntleroy Way Sw,Motor Vehicle Accident,05/28/2011 05:01:00 PM +0000,47.559253,-122.381457,"(47.559253, -122.381457)",F110046884
7001 Seaview Av Nw,Motor Vehicle Accident,05/28/2011 11:51:00 AM +0000,47.679444,-122.405097,"(47.679444, -122.405097)",F110046846
Bell St / Western Av,Motor Vehicle Accident,05/28/2011 09:00:00 AM +0000,47.61271,-122.347372,"(47.61271, -122.347372)",F110046829
Dexter Av / Denny Way,Motor Vehicle Accident,05/28/2011 04:31:00 AM +0000,47.61855,-122.342402,"(47.61855, -122.342402)",F110046768
2316 22nd Av S,Motor Vehicle Accident,05/27/2011 10:55:00 PM +0000,47.582794,-122.304262,"(47.582794, -122.304262)",F110046657
4543 California Av Sw,Motor Vehicle Accident,05/27/2011 09:26:00 PM +0000,47.56252,-122.386776,"(47.56252, -122.386776)",F110046621
CALIFORNIA AV SW / SW OTHELLO ST,Motor Vehicle Accident,05/27/2011 09:14:00 PM +0000,47.538252,-122.387287,"(47.538252, -122.387287)",F110046617
Sb I5 At Northgate,Motor Vehicle Accident Freeway,05/27/2011 08:34:00 PM +0000,47.707199,-122.33007,"(47.707199, -122.33007)",F110046603
8741 Seward Park Av S,Motor Vehicle Accident,05/27/2011 06:59:00 AM +0000,47.524454,-122.264633,"(47.524454, -122.264633)",F110046495
4221 30th Av Sw,Motor Vehicle Accident,05/27/2011 05:58:00 AM +0000,47.566195,-122.370786,"(47.566195, -122.370786)",F110046482
15th Av Nw / Nw 65th St,Motor Vehicle Accident,05/27/2011 04:55:00 AM +0000,47.675962,-122.376381,"(47.675962, -122.376381)",F110046464
6207 29th Av Ne,Motor Vehicle Accident,05/27/2011 03:18:00 AM +0000,47.674008,-122.296424,"(47.674008, -122.296424)",F110046446
0 EB SR520 AT MID SPAN,Motor Vehicle Accident Freeway,05/27/2011 12:58:00 PM +0000,47.640356,-122.259147,"(47.640356, -122.259147)",F110046405
Renton Av S / S Prentice St,Motor Vehicle Accident,05/27/2011 12:57:00 PM +0000,47.508205,-122.256518,"(47.508205, -122.256518)",F110046404
0 - 0 Nb I5 At I90,Motor Vehicle Accident Freeway,05/26/2011 06:49:00 PM +0000,47.589701,-122.320678,"(47.589701, -122.320678)",F110046290
Dexter Av N / Harrison St,Motor Vehicle Accident,05/26/2011 04:04:00 PM +0000,47.622056,-122.342372,"(47.622056, -122.342372)",F110046238
Ne 92nd St / 5th Av Ne,Motor Vehicle Accident,05/26/2011 09:32:00 AM +0000,47.695867,-122.323064,"(47.695867, -122.323064)",F110046185
0 - 0 Wb Sr520 To Sb I5,Motor Vehicle Accident Freeway,05/26/2011 01:01:00 AM +0000,47.636676,-122.323292,"(47.636676, -122.323292)",F110046098
E Madison St / Lake Washington Blvd E,Motor Vehicle Accident,05/26/2011 01:00:00 AM +0000,47.626018,-122.29244,"(47.626018, -122.29244)",F110046097
9100 35th Av Ne,Motor Vehicle Accident,05/25/2011 11:50:00 PM +0000,47.694541,-122.290609,"(47.694541, -122.290609)",F110046067
618 John St,Motor Vehicle Accident,05/25/2011 11:03:00 PM +0000,47.619729,-122.344802,"(47.619729, -122.344802)",F110046053
0 - 0 Wb I90 At Rainier,Motor Vehicle Accident Freeway,05/25/2011 09:54:00 PM +0000,47.590802,-122.309163,"(47.590802, -122.309163)",F110046040
0 - 0 Sb I5 At I90,Motor Vehicle Accident Freeway,05/25/2011 09:31:00 PM +0000,47.601669,-122.324897,"(47.601669, -122.324897)",F110046028
0 - 0 Sb I5 At Tullys,Motor Vehicle Accident Freeway,05/25/2011 09:21:00 PM +0000,47.579547,-122.319262,"(47.579547, -122.319262)",F110046024
23rd Av / E Fir St,Motor Vehicle Accident,05/25/2011 09:14:00 PM +0000,47.602668,-122.302434,"(47.602668, -122.302434)",F110046023
12th Av S / S Weller St,Motor Vehicle Accident,05/25/2011 08:26:00 PM +0000,47.5975,-122.317227,"(47.5975, -122.317227)",F110046010
Boren Av S / 12th Av S,Motor Vehicle Accident,05/25/2011 08:12:00 PM +0000,47.600853,-122.316965,"(47.600853, -122.316965)",F110046004
0 - 0 Nb I5 To Eb I90,Motor Vehicle Accident Freeway,05/25/2011 06:54:00 PM +0000,47.587138,-122.320156,"(47.587138, -122.320156)",F110045980
0 - 0 Wb Sr520 Fr Montlake,Motor Vehicle Accident Freeway,05/25/2011 06:49:00 PM +0000,47.643852,-122.306798,"(47.643852, -122.306798)",F110045976
Wb Sr520 To Sb I5,Motor Vehicle Accident Freeway,05/25/2011 06:42:00 PM +0000,47.641684,-122.322966,"(47.641684, -122.322966)",F110045974
0 - 0 Nb I5 To Columbian,Motor Vehicle Accident Freeway,05/25/2011 03:44:00 PM +0000,47.569155,-122.319826,"(47.569155, -122.319826)",F110045934
0 - 0 Nb I5 Fr Columbian,Motor Vehicle Accident Freeway,05/25/2011 03:40:00 PM +0000,47.57548,-122.319516,"(47.57548, -122.319516)",F110045931
Eastlake Av E / Fuhrman Av E,Motor Vehicle Accident,05/25/2011 03:16:00 PM +0000,47.651578,-122.321275,"(47.651578, -122.321275)",F110045920
Aloha St / Aurora Av N,Motor Vehicle Accident Freeway,05/25/2011 03:44:00 AM +0000,47.627182,-122.343467,"(47.627182, -122.343467)",F110045819
Madison St / 9th Av,Motor Vehicle Accident,05/24/2011 05:52:00 PM +0000,47.608409,-122.327361,"(47.608409, -122.327361)",F110045642
Ne 45th St / Montlake Blvd Ne,Motor Vehicle Accident,05/24/2011 04:26:00 PM +0000,47.661088,-122.298342,"(47.661088, -122.298342)",F110045619
6000 21st Av Sw,Motor Vehicle Accident,05/24/2011 06:44:00 AM +0000,47.549249,-122.35984,"(47.549249, -122.35984)",F110045520
S College St / 14th Av S,Motor Vehicle Accident,05/24/2011 03:33:00 AM +0000,47.582985,-122.314699,"(47.582985, -122.314699)",F110045423
0 - 0 Sb I5 At I90,Motor Vehicle Accident Freeway,05/24/2011 12:50:00 PM +0000,47.601669,-122.324897,"(47.601669, -122.324897)",F110045345
N 80th St / Stroud Av N,Motor Vehicle Accident,05/24/2011 12:30:00 PM +0000,47.686913,-122.334368,"(47.686913, -122.334368)",F110045338
0 - 0 NB I5 AT LAKE CITY,Motor Vehicle Accident Freeway,05/23/2011 11:39:00 PM +0000,47.67769,-122.320387,"(47.67769, -122.320387)",F110045293
15th Av Sw / Sw Henderson St,Motor Vehicle Accident,05/23/2011 10:49:00 PM +0000,47.52286,-122.353968,"(47.52286, -122.353968)",F110045251
S Orcas St / Rainier Av S,Motor Vehicle Accident,05/23/2011 02:49:00 PM +0000,47.551176,-122.277664,"(47.551176, -122.277664)",F110044958
0 - 0 Eb I90 Fr Nb I5,Motor Vehicle Accident Freeway,05/23/2011 07:12:00 AM +0000,47.589961,-122.320533,"(47.589961, -122.320533)",F110044909
Eastlake Av E / E Lynn St,Motor Vehicle Accident,05/23/2011 04:35:00 AM +0000,47.639727,-122.325891,"(47.639727, -122.325891)",F110044877
N 34th St / Evanston Av N,Motor Vehicle Accident,05/23/2011 12:56:00 PM +0000,47.649823,-122.351303,"(47.649823, -122.351303)",F110044808
Stewart St / Eastlake Av E,Motor Vehicle Accident,05/22/2011 10:32:00 PM +0000,47.619715,-122.329135,"(47.619715, -122.329135)",F110044772
Aurora Av N / N 145th St,Motor Vehicle Accident,05/22/2011 02:14:00 PM +0000,47.734128,-122.345097,"(47.734128, -122.345097)",F110044675
0 Sb I5 At Convention Center,Motor Vehicle Accident Freeway,05/22/2011 01:23:00 PM +0000,47.607412,-122.330402,"(47.607412, -122.330402)",F110044668
Sb Sr99 At Yesler,Motor Vehicle Accident Freeway,05/22/2011 11:07:00 AM +0000,47.598646,-122.335564,"(47.598646, -122.335564)",F110044656
Ne 45th St / Brooklyn Av Ne,Motor Vehicle Accident,05/22/2011 08:17:00 AM +0000,47.661277,-122.314286,"(47.661277, -122.314286)",F110044621
0 - 0 Nb I5 At Sr520,Motor Vehicle Accident Freeway,05/22/2011 04:16:00 AM +0000,47.638512,-122.322606,"(47.638512, -122.322606)",F110044521
0 - 0 NB I5 AT SR520,Motor Vehicle Accident Freeway,05/22/2011 03:18:00 AM +0000,47.638512,-122.322606,"(47.638512, -122.322606)",F110044493
5th Av / Marion St,Motor Vehicle Accident,05/22/2011 02:25:00 AM +0000,47.605839,-122.331146,"(47.605839, -122.331146)",F110044481
4th Av / James St,Motor Vehicle Accident,05/22/2011 12:52:00 PM +0000,47.603233,-122.330297,"(47.603233, -122.330297)",F110044454
N 85th St / Aurora Av N,Motor Vehicle Accident,05/21/2011 11:57:00 PM +0000,47.690563,-122.344522,"(47.690563, -122.344522)",F110044424
Leary Av Nw / Nw Dock Pl,Motor Vehicle Accident,05/21/2011 11:55:00 PM +0000,47.664879,-122.380016,"(47.664879, -122.380016)",F110044422
18th Av S / S State St,Motor Vehicle Accident,05/21/2011 10:49:00 PM +0000,47.587748,-122.309462,"(47.587748, -122.309462)",F110044392
M L King Jr Way S / Rainier Av S,Motor Vehicle Accident,05/21/2011 10:28:00 PM +0000,47.576359,-122.29663,"(47.576359, -122.29663)",F110044378
12th Av Ne / Ne 45th St,Motor Vehicle Accident,05/21/2011 09:35:00 PM +0000,47.661285,-122.315442,"(47.661285, -122.315442)",F110044372
Meridian Av N / N 85th St,Motor Vehicle Accident,05/21/2011 08:13:00 AM +0000,47.690476,-122.333184,"(47.690476, -122.333184)",F110044127
2nd Av Ne / Ne 80th St,Motor Vehicle Accident,05/21/2011 07:24:00 AM +0000,47.686816,-122.326988,"(47.686816, -122.326988)",F110044118
2nd Av Ne / Ne 80th St,Motor Vehicle Accident,05/21/2011 07:23:00 AM +0000,47.686816,-122.326988,"(47.686816, -122.326988)",F110044119
4408 Delridge Way Sw,Motor Vehicle Accident,05/21/2011 06:00:00 AM +0000,47.564579,-122.363318,"(47.564579, -122.363318)",F110044096
0 - 0 Nb I5 At Northgate,Motor Vehicle Accident Freeway,05/21/2011 02:35:00 AM +0000,47.704645,-122.329446,"(47.704645, -122.329446)",F110044032
32nd Av S / S Raymond St,Motor Vehicle Accident,05/21/2011 02:06:00 AM +0000,47.547967,-122.291553,"(47.547967, -122.291553)",F110044018
32nd Av S / S Orcas St,Motor Vehicle Accident,05/21/2011 01:54:00 AM +0000,47.550955,-122.291556,"(47.550955, -122.291556)",F110044011
35th Av Sw / Sw Barton St,Motor Vehicle Accident,05/21/2011 12:58:00 PM +0000,47.52107,-122.376761,"(47.52107, -122.376761)",F110043998
15th Av Ne / Ne 135th St,Motor Vehicle Accident,05/21/2011 12:34:00 PM +0000,47.726648,-122.312651,"(47.726648, -122.312651)",F110043990
2nd Av S / S Lucile St,Motor Vehicle Accident,05/20/2011 11:58:00 PM +0000,47.553415,-122.332386,"(47.553415, -122.332386)",F110043978
20th Av S / S Charles St,Motor Vehicle Accident,05/20/2011 10:12:00 PM +0000,47.594495,-122.306214,"(47.594495, -122.306214)",F110043943
0 - 0 Sb Sr99 To Wb Wsea Frwy,Motor Vehicle Accident Freeway,05/20/2011 08:04:00 PM +0000,47.573037,-122.339393,"(47.573037, -122.339393)",F110043880
1601 E Yesler Way,Motor Vehicle Accident,05/20/2011 07:01:00 PM +0000,47.601683,-122.311556,"(47.601683, -122.311556)",F110043853
Sb I5 At Northgate,Motor Vehicle Accident Freeway,05/20/2011 01:49:00 PM +0000,47.711899,-122.328839,"(47.711899, -122.328839)",F110043757
Boren Av / Olive Way,Motor Vehicle Accident,05/20/2011 05:33:00 AM +0000,47.61545,-122.33073,"(47.61545, -122.33073)",F110043683
15th Av S / S Lucile St,Motor Vehicle Accident,05/20/2011 04:50:00 AM +0000,47.553443,-122.313473,"(47.553443, -122.313473)",F110043675
0 - 0 Nb I5 Fr 45,Motor Vehicle Accident,05/20/2011 01:01:00 AM +0000,47.661806,-122.320725,"(47.661806, -122.320725)",F110043594
0 - 0 SB I5 TO 70,Motor Vehicle Accident Freeway,05/20/2011 12:31:00 PM +0000,47.683721,-122.322734,"(47.683721, -122.322734)",F110043588
4735 University Way Ne,Motor Vehicle Accident,05/19/2011 11:58:00 PM +0000,47.663298,-122.313099,"(47.663298, -122.313099)",F110043577
Ne 45th St / 7th Av Ne,Motor Vehicle Accident,05/19/2011 08:39:00 PM +0000,47.661319,-122.320728,"(47.661319, -122.320728)",F110043516
S Mead St / 4th Av S,Motor Vehicle Accident,05/19/2011 07:52:00 PM +0000,47.551076,-122.329572,"(47.551076, -122.329572)",F110043491
8TH AV N / WESTLAKE AV N,Motor Vehicle Accident,05/19/2011 07:41:00 PM +0000,47.629252,-122.340968,"(47.629252, -122.340968)",F110043489
48th Av S / S Rose St,Motor Vehicle Accident,05/19/2011 02:58:00 AM +0000,47.529106,-122.272739,"(47.529106, -122.272739)",F110043222
5th Av Ne / Ne 130th St,Motor Vehicle Accident,05/19/2011 12:37:00 PM +0000,47.723119,-122.323565,"(47.723119, -122.323565)",F110043182
Battery St / 1st Av,Motor Vehicle Accident,05/19/2011 12:27:00 PM +0000,47.614144,-122.347813,"(47.614144, -122.347813)",F110043177
Sb Sr99 Fr Elliott,Motor Vehicle Accident Freeway,05/18/2011 11:54:00 PM +0000,47.611365,-122.346506,"(47.611365, -122.346506)",F110043165
4th Av S / S Spokane St,Motor Vehicle Accident,05/18/2011 11:34:00 PM +0000,47.571678,-122.329103,"(47.571678, -122.329103)",F110043156
111 NE 45TH ST,Motor Vehicle Accident,05/18/2011 07:59:00 PM +0000,47.661359,-122.328148,"(47.661359, -122.328148)",F110043069
7th Av Ne / Ne 50th St,Motor Vehicle Accident,05/18/2011 01:27:00 PM +0000,47.664958,-122.320703,"(47.664958, -122.320703)",F110042990
25th Av Ne / Ne Blakeley St,Motor Vehicle Accident,05/18/2011 04:23:00 AM +0000,47.666267,-122.300605,"(47.666267, -122.300605)",F110042899
S Bangor St / 51st Av S,Motor Vehicle Accident,05/18/2011 02:02:00 AM +0000,47.506147,-122.270142,"(47.506147, -122.270142)",F110042844
12th Av S / S Jackson St,Motor Vehicle Accident,05/18/2011 01:52:00 AM +0000,47.599189,-122.317223,"(47.599189, -122.317223)",F110042838
S WARSAW ST / ELLIS AV S,Motor Vehicle Accident,05/17/2011 11:58:00 PM +0000,47.543945,-122.31893,"(47.543945, -122.31893)",F110042810
Ne 50th St / 4th Av Ne,Motor Vehicle Accident,05/17/2011 11:22:00 PM +0000,47.664978,-122.323983,"(47.664978, -122.323983)",F110042798
1660 S Columbian Way,Motor Vehicle Accident,05/17/2011 11:11:00 PM +0000,47.561849,-122.310818,"(47.561849, -122.310818)",F110042795
2445 3rd Av S,Motor Vehicle Accident,05/17/2011 01:00:00 PM +0000,47.581578,-122.329988,"(47.581578, -122.329988)",F110042635
2ND AV ET S / S MAIN ST,Motor Vehicle Accident,05/17/2011 12:44:00 PM +0000,47.599991,-122.330342,"(47.599991, -122.330342)",F110042507
2931 S Mount Baker Blvd,Motor Vehicle Accident,05/16/2011 09:46:00 PM +0000,47.575875,-122.294883,"(47.575875, -122.294883)",F110042462
Melrose Av E / E Denny Way,Motor Vehicle Accident,05/16/2011 08:49:00 PM +0000,47.618497,-122.327854,"(47.618497, -122.327854)",F110042446
31st Av S / S Alaska St,Motor Vehicle Accident,05/16/2011 06:33:00 PM +0000,47.560794,-122.29258,"(47.560794, -122.29258)",F110042407
Sw Henderson St / 15th Av Sw,Motor Vehicle Accident,05/16/2011 06:49:00 AM +0000,47.52286,-122.353968,"(47.52286, -122.353968)",F110042297
N 85th St / Corliss Av N,Motor Vehicle Accident,05/15/2011 10:01:00 PM +0000,47.690395,-122.331059,"(47.690395, -122.331059)",F110042179
Densmore Av N / N 80th St,Motor Vehicle Accident,05/15/2011 09:43:00 PM +0000,47.686919,-122.337744,"(47.686919, -122.337744)",F110042175
0 - 0 Eb Sr520 At Lake Washington,Motor Vehicle Accident Freeway,05/15/2011 09:36:00 PM +0000,47.6447,-122.299088,"(47.6447, -122.299088)",F110042172
Boylston Av E / E Roanoke St,Motor Vehicle Accident,05/15/2011 09:30:00 PM +0000,47.643186,-122.323416,"(47.643186, -122.323416)",F110042169
12th Av S / S Weller St,Motor Vehicle Accident,05/15/2011 09:06:00 PM +0000,47.5975,-122.317227,"(47.5975, -122.317227)",F110042161
401 Alaskan Way S,Motor Vehicle Accident,05/15/2011 08:47:00 PM +0000,47.599199,-122.335909,"(47.599199, -122.335909)",F110042159
2nd Av Nw / Nw 130th St,Motor Vehicle Accident,05/15/2011 07:59:00 PM +0000,47.723255,-122.3596,"(47.723255, -122.3596)",F110042149
0 - 0 Nb I5 At Lake City,Motor Vehicle Accident Freeway,05/15/2011 07:09:00 PM +0000,47.67769,-122.320387,"(47.67769, -122.320387)",F110042140
2nd Av / Virginia St,Motor Vehicle Accident,05/15/2011 06:15:00 PM +0000,47.611733,-122.341753,"(47.611733, -122.341753)",F110042126
Nb I5 At Holgate,Motor Vehicle Accident Freeway,05/15/2011 03:36:00 PM +0000,47.583726,-122.319809,"(47.583726, -122.319809)",F110042095
2000 M L King Jr Way S,Motor Vehicle Accident,05/15/2011 03:01:00 PM +0000,47.58548,-122.298131,"(47.58548, -122.298131)",F110042090
332 5th Av N,Motor Vehicle Accident,05/15/2011 07:52:00 AM +0000,47.621277,-122.347598,"(47.621277, -122.347598)",F110042023
Yesler Way / Occidental Av S,Motor Vehicle Accident,05/15/2011 06:42:00 AM +0000,47.601721,-122.332874,"(47.601721, -122.332874)",F110042011
0 - 0 NB I5 AT MERCER,Motor Vehicle Accident Freeway,05/15/2011 06:28:00 AM +0000,47.620184,-122.328213,"(47.620184, -122.328213)",F110042004
3rd Av / Columbia St,Motor Vehicle Accident,05/15/2011 06:24:00 AM +0000,47.604197,-122.332714,"(47.604197, -122.332714)",F110042002
Sw Genesee St / Glenn Way Sw,Motor Vehicle Accident,05/15/2011 05:41:00 AM +0000,47.564761,-122.390832,"(47.564761, -122.390832)",F110041984
114 12th Av E,Motor Vehicle Accident,05/15/2011 04:31:00 AM +0000,47.618923,-122.316912,"(47.618923, -122.316912)",F110041961
0 - 0 Eb I90 At Midspan,Motor Vehicle Accident Freeway,05/15/2011 02:40:00 AM +0000,47.589519,-122.268121,"(47.589519, -122.268121)",M110041931
0 - 0 Sb I5 At Mercer,Motor Vehicle Accident Freeway,05/15/2011 02:10:00 AM +0000,47.622727,-122.328659,"(47.622727, -122.328659)",F110041924
310 14th Av,Motor Vehicle Accident,05/14/2011 11:25:00 PM +0000,47.604423,-122.314178,"(47.604423, -122.314178)",F110041879
0 - 0 Eb I90 At Midspan,Motor Vehicle Accident,05/14/2011 10:32:00 PM +0000,47.589519,-122.268121,"(47.589519, -122.268121)",M110041861
